domain,class
.Y+Y.Y+H+Y.,0
y+y*y+h+H+H,0
+y*y+H+H+y+,0
Z0W.,0
z*z0Z*,0
0z*,0
Z0,0
Z*z0,0
Z0Z*,0
Z+Z*z*I*z+Z,0
z*Z00Z*z*Z*,0
"Y0Y,Z00Z+Z*",0
"y*y+H+Y,Y.y",0
z.,0
Z.F.W.W.X0X,0
i0i0i0i0i0,0
0000,0
.y.Y.w.W.w.,0
"Y.y.H.z.Z,Y",0
w.W00W.W.Z0,0
Y.w.F.F.f.,0
"W,W.w.w.W.W",0
Y.y.Z00w000,0
Y.z.y.F.W.W,0
0z0,0
.Z.i.z.I.Z.,0
I.I.Z.Z.Z.W,0
W.W.w.Z*z*W,0
.X.H.X.x.Y.,0
",Y.y.Z.Y.z.",0
h0h0h0i0,0
z*W.W.w.w.z,0
I*z*w0Z*Z*z,0
i0i0i0i0f0,0
H.y.,0
0I00,0
.z.i.Z.Z*z0,0
0z00,0
Z.Z0,0
"Z,Z*",0
Y.h.w.Y*,0
w.Z*Z.Z.I.,0
z00,0
Z00Z.Z.I.Z.,0
Z.I.i.I.,0
*z00Z.Z.z.Z,0
0z*Z.Z.Z0h0,0
0z00Z.Z.Z.Z,0
z*z0,0
.Z.z.Z.Z.Z.,0
z.Z00,0
.F.W.W.W.w.,0
z*z0,0
Z0W.Z*z0Z*,0
Z.Z.Z000,0
z.Z*z*z*,0
Z.z.Z.Z.Z+Z,0
z*Z*,0
".Z,Z*W.Z0z0",0
Z.W0W.F.f.Z,0
Z*,0
W.Z00W*W.,0
0000Z*,0
i0i0i0i0i0,0
W*W.w.Z+Z00,0
Z.,0
Z.Z.Z*z*z*Z,0
W.W.W.W00W.,0
F.,0
z.,0
i0i0i0i0i0,0
w.F.f.i.,0
Y.Y0y00,0
"Y0Y,Y*Y,Y.",0
i.Z.Z.Z0W.W,0
Z.z.y.W.Z00,0
Z00W.,0
"Y,X00",0
i.Z00Z.Y00Y,0
Y.y.Y.H.,0
W.,0
Z.Z.z.W00W.,0
.Z.z.Z.Z00Z,0
W00W.Z+,0
"Y+X,",0
W.F.W.w.,0
".X,x+X,X.X+",0
"X.X,y,V.E.X",0
X+X00,0
F.,0
z.Z.,0
Z.Z.Z.Z.,0
.Y.W.W.W.F.,0
W.Y.W.W.,0
Z.Z.Z.z.,0
"Y00Y,Y.Y+Y0",0
Z.i.I.I.,0
*y+y+W.H.w.,0
.Y.y.y.H.y.,0
"F.W.W.Y,Y.Y",0
Z.z.,0
Z.,0
".X.X,X.Y,W.",0
Z.z.z.z.,0
z+z+I+z+I*I,0
z.w.W.W.,0
W.,0
S0s0,1
s0,1
V0,1
W00,1
W*W.,1
u*r0U+,1
s*s*s0,1
0S*,1
B0s*,1
S*s0,1
0s*,1
r*b*,1
s0B0,1
0V*v0,1
s*,1
s+,1
s0S*,1
s0S*,1
s*s*S+s*,1
B*s0,1
V00,1
S*,1
S000,1
v*V00,1
s0,1
v+,1
s*S0,1
s*,1
S+S*A*S00,1
s0,1
S000,1
00s*,1
s0S*,1
s*S00,1
V0,1
s00S*,1
S+,1
S000,1
B*b*s*,1
B*,1
00S*,1
s*s*B*S+S*s,1
s0S*S0s*,1
s00s*,1
s00,1
00S+,1
"s,",1
S0S*s*,1
0Z+Z0Z.Z0Z+,1
Z0Z+Z0Z*Z0Z,1
00,1
s*,1
Y*U.Z*Z*z+Z,1
s*,1
00,1
S00,1
R00,1
A*r0,1
R+W0,1
0S*B*s+s*B*,1
B*B*,1
B*s*s*B*,1
"*S,s,S+S,S*",1
0S*,1
s+T*b*s00,1
S00s*,1
s0s*s*s*,1
S*s0s*S+S*,1
s00,1
S0S*,1
s*s0,1
s*,1
00,1
"+I+z,z,z+z+",1
",z+z,z+w,z+",1
Z00,1
Z00Z+,1
+E+E+E+E+E+,1
s0,1
S*S.S*,1
V00,1
S00,1
00V*,1
s*,1
R0,1
"Y,H,y,y,H,y",1
S*S.S*S.,1
"S*S,S*S.",1
"y,Y0Y,Y*Y,y",1
"*Y0Y,Y,y,y,",1
S00,1
00,1
V*V0E0,1
"S,S*s0",1
"W*S,S*",1
r0,1
*w+s*S00W+B,1
W00R+,1
B*F*B*,1
v*v00,1
U0U*,1
"S*S,S*",1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
U00,1
S*s+s*s+,1
00,1
v00,1
0S+s*s*s*B*,1
s*,1
s0,1
00,1
S00s0s*,1
i+Z0i0i0,1
S00,1
B0,1
00,1
S000,1
s0,1
R000,1
s*s*,1
B*,1
I*v0,1
S000S*,1
"S,S,",1
W*,1
S+s+,1
U00,1
"W00R,",1
"W00R,",1
S*W.S*,1
S*,1
"S*S,S*S.",1
W*W.,1
Z0,1
w0,1
B*,1
B*,1
V*E*,1
u00,1
v00,1
"W*S,S*",1
S0,1
s*,1
00,1
S*S*,1
Z0y*Z0Z+,1
Z0Z.Z0Z*,1
Z0Z+Z0Z+,1
Z0Z.Z0Z+,1
Z0Z.Z0Z+,1
Z0Z+Z0Z+,1
R00R*,1
0Z+Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+Z0Z,1
Z0Z+Z0Z.Z0Z,1
W00,1
W0R*,1
Z0Z.Z0Z+,1
Z0Z+Z0Z.Z0Z,1
Z0Z.Z0Z+,1
0V+,1
z*z0Z+,1
Z0Z+Z0Z+,1
F*v0R*,1
W0Z.Z0Z+,1
z*z0Z+,1
0Z+Z0Z+Z0Z*,1
Z0Z+Z0Z+,1
W0Z+Z0Z+,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
u0,1
W0,1
Z0Z+Z0Z+,1
S*w+s*,1
r0,1
u00R*,1
Z0Z+,1
z*v0Z*,1
z*v0Z*,1
z*V0Z*,1
s+,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
R00,1
Z0Z+Z0Z+,1
"b,",1
S00,1
y*r0,1
U00,1
U00,1
Z0,1
W00,1
"u*w0W,",1
Z0Z.Z0z*,1
Z0Z.Z0z*,1
W00S*,1
",s+W*S.S,s,",1
U00,1
U00,1
U00W*,1
U00W*,1
V00U*,1
V00U*,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
".S*S,s,s.S*",1
W00,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
r*w0W+,1
s+s*W00,1
"S*S,S*",1
W+S0s*,1
y*y0y*y0Y.,1
.R*V.v.R*Y.,1
*h*y0h*y*Y.,1
y+z+y+z+y*Z,1
I*Z*y*Z0i0,1
"*y*Z.Y,Y+H+",1
R*V.R*r0Y.V,1
*z*Y+Z0I0Z*,1
H0I0Z+,1
z*u0W+,1
Z00U+,1
s*s*s*s*,1
U00R*,1
S*S.S*W+,1
w0,1
S*,1
0R*,1
s*s+s*,1
I*w0Z*,1
I*w0Z*,1
R0,1
S*w+s*,1
Z0Z.W0Z+,1
Z0Z.W0Z+,1
w*z0W*,1
w*z0W*,1
u00,1
W0V*W0Z+,1
U00R*,1
U00R*,1
s0,1
B*,1
y0W*,1
B*,1
Z0w*Z0Z*,1
Z0w*Z0Z*,1
W00U+,1
U00,1
"S00S,B,",1
W00,1
R00,1
0R*,1
U0,1
R*,1
"*s0B0S*s*S,",1
S*S.S*,1
B*w*S+,1
v0,1
S000S*s*,1
U0,1
"I,z+z,Z0",1
S*S.S*S.,1
W*S.S*,1
r00,1
r00,1
0Z+Z0Z.Z0Z+,1
S*S.S*S.,1
W0W+U0,1
w*w0W*,1
w*z0V*,1
v*w0U*,1
b*s0S*,1
w00W+,1
W00W+,1
W00W+,1
R00,1
s*,1
Z0Z+Z0Z+,1
S*s*s0,1
00,1
0s*,1
R*,1
Z0Z+Z0Z.Z0Z,1
"00T,",1
00,1
00S*,1
00,1
00S.,1
"s*s*s+S,S+S",1
"S,",1
00,1
B0,1
"0S*S+s,S*S+",1
"S,S*s*S0S*S",1
s0,1
S*,1
u0U*,1
u0,1
R00,1
00,1
"*s+s*s*S,S*",1
"s,s,S+S,s,s",1
"S,S+s+",1
",s+s,S+S,s.",1
"s,b,B,S.s,S",1
"s,s,s,b,s,s",1
"B+S,B,s+s,s",1
+z*z+z+z*Z0,1
z*Z0H0z*Z+Z,1
"s,s,B,B,b,b",1
"s,S00S+s,s,",1
",S.S+S*s+s*",1
s+s+B+B+S.S,1
V00,1
"S*S,S*S,",1
"Y*Y,",1
y*,1
"s*s*B*s*S,S",1
s*,1
"*S+S,S*S,s,",1
*S000S*S+S*,1
s+S0B0s*s*s,1
*s0S*B*s+s*,1
s*s*s*s*S0s,1
"S*B*s*B0S,",1
"00S,B,S*S,S",1
"S00S,s,",1
"S,S*S,s+s+S",1
S*,1
"+s,S,S,s,S+",1
"S*s*S,S*B*s",1
U00,1
s*s00,1
s*B*,1
"S000S,",1
z*Z0,1
S*S.S*S.,1
R00,1
"B*S,S*s*S,",1
"*s*s*S,S*s*",1
0S*S0,1
"S*S000S,S*",1
*i*i+i+z*z+,1
0s*,1
s0S*,1
e*v0,1
W*S.,1
S*W.,1
"S*s+s*S,S*S",1
"W*S,S*",1
s0,1
"00S,S.",1
",s,B,S,s,S.",1
",b,B,b,B,s,",1
s*s*S0s*,1
S+s+s+s*w+B,1
s00,1
v*,1
v*,1
s0b0,1
00,1
S*,1
S.,1
S*,1
s*,1
s*,1
r*s00,1
s0S*,1
"y.I.Z,Z.Z,z",1
"S,s,B,B,b,B",1
R*,1
"b,W0",1
w0,1
B*,1
S+,1
s00s*,1
s00s*S*,1
"W,",1
Z00R*,1
0S*S*,1
B*,1
00,1
R0,1
"S,",1
b*,1
S*S.S*,1
S+S*s*,1
s*s*S0s*s*,1
v*s*S000,1
s0,1
F*s*,1
v*v00,1
"W0W,",1
U00,1
u0Z+,1
i*u0Z+,1
z0W+,1
S0,1
I*z0,1
I*z0,1
"s+s*S,S*s*s",1
+e+I+Z0i0i0,1
V00,1
A*,1
00,1
s*,1
"s*s*s*S,S*",1
S0S*S*b*,1
S0,1
v*V00,1
0S*,1
Z00Z+,1
F*z0Z+,1
w*z0Z+,1
Z0z*w*z0Z+,1
w*,1
v00,1
",S*s+S*S,S+",1
"*s+s*s*S,S+",1
s00S*,1
0s0S*,1
S000,1
S*,1
Z00W+,1
r*z0W+,1
w0W*,1
U00,1
U00,1
S+,1
D*,1
z*z0W*,1
Z00W*,1
Z00W*,1
Z00W*,1
"0S*S,W+S,s,",1
"Y00Y.Y,Y0Y.",1
Y0H0Y.Y.Y.Y,1
Y.Y.Y00Y.Y+,1
".Y,Y*Y.Y.Y0",1
"Y,",1
Y+Y.,1
0U*,1
U00,1
U00,1
U00,1
S*s*,1
"B,",1
S00,1
D*w0,1
u00,1
"*s+s*S.S,s+",1
B*,1
S*s*,1
000S*,1
0s*,1
s*s*,1
s0,1
V00,1
E*,1
"V+v,v+V00",1
0s0,1
00,1
*s*s0s*s0s*,1
",I,z+i+s,s,",1
"s,s,i,s,s+b",1
S*,1
s0s*s*s*s*,1
s0,1
S+S*,1
v*,1
+E+E+e+e+e+,1
B*,1
V0,1
S*,1
0S*,1
E*,1
00,1
s00,1
W00Y+,1
W00Y+,1
z0Y+,1
s0,1
B*,1
W*W+S*,1
"w00R,",1
S*,1
"w*w+W*w00W,",1
W0U+,1
S*S.S*S.W00,1
R0,1
Y*Y.Y+h*y*y,1
r*s*s*,1
Y0000,1
Y0000,1
V*,1
v*,1
s0s*,1
R*s000,1
"y.y.Y*Y,Y.y",1
s00,1
y0y00,1
000,1
Y+y*y+,1
S000,1
R+,1
y*Y*Y+,1
s00,1
s*,1
s0,1
r*S+,1
00,1
v*,1
"S,",1
S*W.,1
s*s*s*s*,1
"S,",1
R00S*,1
U00,1
V00,1
"s*S,S+S00s*",1
"W*S,S*",1
W*S.S*,1
B*,1
00U*,1
f*B*s+,1
s0S+S0,1
"0S,s,s,s+s,",1
",s,S,b,s,s,",1
"+Z,Z+Z,z,Z*",1
"Z.z,H,z.z,z",1
"+s,s,b,s+s,",1
",s,s,s+s,s+",1
"0S,B,s,T.S,",1
",s,s+s,b,s,",1
S+,1
"+s+s+b,s,s+",1
"B,s+s+s,S,S",1
Y00,1
V00,1
W*W+,1
W*S.S*,1
*s*s+S*B*s0,1
0s*s0s*s*B*,1
0s*,1
"W*W,S*S+s,",1
W00V*,1
B*B*s*,1
S0,1
.Y.Y000Y.S.,1
S0,1
S0,1
V00,1
s*B*s*s*s*S,1
v0S*,1
v0S*,1
0s0,1
"Y*Y,",1
"Y+Y,",1
s*s*S*S+S*s,1
*S.S*s*s*S*,1
*s+s+B+s+s+,1
B*,1
"*s*B*s*S+s,",1
00,1
"z,I,y+h+Y*y",1
"H+y*H*Y,Y*y",1
*s+S*s*s*S+,1
*s*S*S*s*B*,1
"+s,s+B+B+s*",1
S.S+s+s+s*b,1
"s,s+S*s*S+s",1
"+s*S+s*S,S*",1
S*S+s+s*s*s,1
+s+S*s*s*s+,1
s*s*s*S+S*s,1
W+s+,1
0S*S+s*S*,1
00,1
S0,1
*B0S+S0s*s*,1
0S*,1
Y00,1
"S*S.S*S,",1
v00,1
"*S*s*s*S,B,",1
"+s,B,s+S,s,",1
".S.S.S,s,S.",1
"S,s,S.S,B,S",1
0S+S*,1
t0W+,1
t0W+,1
S00,1
V00,1
".S.S.S,s,s.",1
"S,T*s+S,S*S",1
",Y+Y.Y+Y,Y+",1
V0,1
"S*W,S*",1
0s*,1
"s*s*s*S,S*s",1
",S*S+S0s*b*",1
S00S*,1
"*S+s*S+s,s,",1
y0,1
I*Y*,1
00,1
y00,1
z*,1
"Z,Y*",1
y*,1
Y*Y.Z0H0Y.,1
0Y.Z.I.Y+Z.,1
00Z+,1
Y0Y.,1
y*Z0,1
Z*z00Y*,1
"V,Z0H0Z.",1
"Z00Z,",1
0y0,1
+E+E+v*v*v0,1
w*w+,1
s*,1
"*S+S*s*B*S,",1
"W,s+F+F+W.W",1
"B+S,",1
00,1
W00,1
s00s*s*B*s+,1
",S.S,s.s,B,",1
".S*S.S*S,S+",1
"*s+F+S,S*s+",1
s0s*S*S0s*,1
000,1
*z*y*y*Z0Y*,1
Y+z+z+y*y*y,1
S0S*,1
"+s*B*w+S,W+",1
"s*S,s+s+W*S",1
s*S+S*S0,1
"S,S,B+S*s*S",1
"*S*s*s*B*S,",1
S00,1
0S*S+s*,1
s*s*,1
"v+E+E+E,e,v",1
"s+s+s,s+s+b",1
v0,1
B*F*s*,1
"W*S,T*",1
B*F*B*,1
",s,s,s,B,s,",1
",s,s,s,s,B,",1
S0s*B*,1
"*s+S*s*S,S*",1
S0W+,1
s*B*s*s0S*s,1
s*,1
W00,1
W00,1
*s*s*B*s*S0,1
+T*s+b+s*s+,1
0s*,1
B0,1
S+,1
S*S.S*w*,1
W0v*,1
W00W+,1
W00W+,1
I*z0W*,1
I*z0Z+,1
I*z0Z+,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
"*s*w+s+w,S+",1
"s*W+W,W00W+",1
u00,1
*Y0Y*y0Y+Y.,1
y*y*y*Y0y0Y,1
"S,S+s*s*s+b",1
s+s+B+s+s+S,1
S*S.S*S.,1
"W*S,S*",1
r0U*,1
s*,1
w0Z+,1
S+W.S*s*S.W,1
W00,1
W00Z+,1
W00Z+,1
W00W*,1
W00W*,1
W00Z*,1
w*w+,1
"y0R,",1
w00Z+,1
w00Z+,1
w*S+,1
V00,1
i0z*z0,1
i0z*z0,1
S*S.S*S.,1
S*s*,1
"W*S,S*",1
r*,1
"W00W,",1
b*B*B*B*,1
S0S+S*,1
s*b*,1
S*W.S*,1
W*S.S*,1
0V*,1
W00,1
z*z0Z+,1
s*V0,1
s00S*,1
V00,1
S*,1
w*W0W*,1
S*S.S*S.,1
"S*S.S*T,",1
S*W.,1
"Z0Z,S0",1
W0v*Z0Z+,1
W0v*Z0Z+,1
Z0Z.Z0Z*,1
Z0Z.Z0Z*,1
B*,1
s*,1
s*,1
0V*,1
s0B0,1
S0,1
"s,",1
w0,1
r0,1
"w*z0W,",1
"W00W,",1
0U*,1
r0,1
w00,1
s*,1
I*w0W*,1
"*S.S*w*S.S,",1
s*w+s*S00S*,1
U00,1
W*S.S*W00,1
u00,1
w*,1
s+,1
U00,1
W0z*r00,1
B0,1
Z00W*,1
Z00W*,1
u*,1
S*S.S*,1
Z00Z*,1
w*z0Z*,1
0U*,1
U0,1
S00,1
00,1
s*,1
u0,1
W*W+,1
"W+S,S+",1
B*,1
s*,1
S*S+,1
Z00U*,1
U00Z+,1
s0,1
00,1
S*r*,1
0S*,1
U00W*,1
I*w0W+,1
I*w0W+,1
W0Z.Z0R+,1
S*,1
b+,1
B*,1
u*r0W+,1
S*,1
w0,1
S*W+S*,1
s0s*,1
b*,1
U00,1
W*S+S*,1
s0,1
R*,1
"S*S,S*S,",1
s*,1
v0,1
Z00,1
e*w0W+,1
z0,1
U00,1
"S*S,S*S.",1
"B,",1
R0,1
"s,S0W,",1
z0W+,1
z0W+,1
w*s+s*,1
w*w+,1
R0V+,1
"S*S,S*",1
w*,1
v*w0V*,1
S*s+s*,1
V00V*,1
R00,1
w0,1
000,1
000,1
w*w0Z+,1
w*w0Z+,1
R0,1
S00W*s+s*,1
u0,1
u0,1
w*s+s*,1
Z00,1
u*z0W*,1
u*z0W*,1
Z00,1
"S*S,",1
b+,1
W0W+Z0,1
W0W+Z0,1
S*S.S*W00,1
S*W.S*W00,1
"w*s+s*W+w,s",1
U00U*,1
U00U*,1
Z0Z+Z0Z*,1
Z0Z+Z0Z*,1
r*w0,1
W*S.,1
S*W+S*,1
S*S.T*S.,1
S*S.S*,1
"B*w*S,s+w,",1
F*w0W+,1
W0w0U*,1
"S*S,S*S.",1
V+,1
"S*W,S*",1
"W00W,",1
W0,1
"S*S,S*",1
"S,",1
s0,1
F*s*,1
W00Z*,1
W*S.S*,1
w*z0W+,1
S*,1
s00,1
z00,1
U00,1
"S*S,S*s+f+",1
u0U*,1
U00,1
U00,1
a*v00,1
a*v00,1
b*,1
B*,1
S*s+s*,1
E*v*,1
R00W+,1
w*r0W+,1
W00,1
w0R*,1
"S*S,S*",1
u*,1
s*s*s*s*s*w,1
w0Z*,1
w0Z*,1
S*S.S*S.,1
W*s*,1
Z00R*,1
Z00R*,1
0Y*,1
0Y*,1
U0,1
s00s*,1
u00,1
S*S.S*S.,1
w*,1
s*w+,1
0S*,1
v+,1
S*W+S*,1
Z0v*W0W*,1
Z0v*W0W*,1
z0,1
W00S*B*s+,1
W*S.W00W*,1
V00Z+,1
V00Z+,1
"U00W,",1
s+,1
W*S.S*,1
S*,1
Z00W+,1
s*,1
b*,1
W0,1
w0,1
B+,1
S*w+s*,1
D*u0,1
s0s0,1
W00R*,1
y*Y.R*a+Z*Z,1
v*w0,1
i*,1
Z00,1
"S.S*s+S*S,B",1
s*B*b*s+s*B,1
s*F*B*,1
i0,1
Y0,1
"y,H,y,Y.Y00",1
S*S.T*,1
Z*H*z*,1
U00,1
V00,1
w*w+,1
b*F*s*,1
"Z0Z+Z0Z,",1
W00R+,1
W00W+,1
W00Z+,1
i0i0i0,1
s*,1
00,1
V*V0,1
w*,1
v0,1
v00,1
v00,1
".Z,Z*I*z+z*",1
0s*b*s*,1
s*,1
"S,S*",1
"S*S+S,s,S+B",1
"*s+s,S*B*S+",1
"s,s,S.s.S,s",1
"s,B+S*S0s*S",1
",s,s,s,s,s,",1
s*s00,1
"Z.Z.z.z.Z,",0
"U,d,U.R.U.U",0
Y*Y+,0
I.Z.y.Y.Y.Y,0
Y.Y.Y.,0
.Y.h.Y.Y.y.,0
"h,h,y,h,y,h",0
",h,y,y,y+Y*",0
Y+,0
".Y.Y.Y.Y.Z,",0
"H.Z.Z.Z,Z.z",0
".z.Z.Z.W.Z,",0
Z00Z.z.W*W.,0
W.F.f.f.W*W,0
00W.Z*Z.Z.Z,0
I0Z.z.Z0,0
W.F.W.W.F.W,0
W.W.Z0W.,0
"W.W,W.Z*z*W",0
W.F.W0W.Z0z,0
Z.Z.Z.Z.,0
",h,h,h,h,h,",0
",h,h,h,h,h,",0
Y0000W.,0
y.h.Y000W.,0
F.F.,0
z.,0
z*W.X0W.,0
"Z,Z.z.w.Z*X",0
F.W+W.Z0I0z,0
0Y.w.H.X.F.,0
"Z,Z0i0i0i0",0
"Y,",0
Z.z.Z.Z.,0
Y.Y.Y.y.,0
Z.Z.z.w.Z.Z,0
z.Z.Z.Z.z.Z,0
z.,0
Z.Z.Z.Z.,0
Z.Z.Z.z.,0
Y.W.,0
".Y.Y.Y.Y.Y,",0
.H.H.Y.Y.h.,0
.H.h.Y.Y.y.,0
I.,0
Z*Z.,0
I.i.Z000Z.Z,0
",u,u,u,u,u,",0
i.i.i.Z0Z.I,0
"u,u+u+D+u+u",0
Z+Z.z.z.i.z,0
",U+u+u+D+U,",0
Y.H.Y+Y.y.Z,0
"U+u+U,U+u+u",0
.I.i.Z0Z.Z.,0
"u,u,U+u,u,u",0
z.I.I.i.,0
"D,D,u,u,u+D",0
Z000z0,0
*z*z*z00Z*z,0
I*,0
Z*z00Z*,0
Z.W00Z.Z+,0
0Z.,0
Z*,0
w.W.,0
W.W.Z*,0
i.W.,0
i.Z*Z.Z.z.i,0
.W.w.W.W.W.,0
z*i*z*,0
"Z,z,Z*I*W.Z",0
z0Z.z.,0
"Z,",0
".w.w.Y,Y.z.",0
".W.Z+z,f,Z.",0
"z.i.Y,W.W.W",0
h0h*i0h0,0
00,0
.w.w.W*W.w.,0
"Y,",0
Z0i0i0i0,0
Z*I0i0i0I*,0
Z.z.I.i.Z.,0
W.,0
"W.Z,w,W.f.",0
"W,",0
Y.W.,0
00,0
Z000W.,0
W.W.W.z.,0
W.,0
0000Y.H.Y.W,0
Z.Z.,0
Y.,0
z*,0
Z.Z0z0z*,0
*z*I*Z.Z*I*,0
*Z.Z.Z*i*Z*,0
W.Z*z*W.W.W,0
"*i*Z,Z.Z.z.",0
z.Z+Z.Z*Z.Y,0
H.Y*z0,0
Z.z.Z*z+Z*z,0
.Z*I*Z+I*Z.,0
z0z*z0Z*,0
*Z.Z.Z.Z.Z.,0
Y*z*Z.I.Z.Z,0
.Z*z+Z*z*z*,0
Z0,0
*z*z*I*Z.Z*,0
I.,0
.F.w.Z+Z*I*,0
.I.z.Z.Z.Z+,0
*z*Z.Z.Z+z*,0
"*W,W.F.w.Z*",0
z0Z*,0
Z*z*z0y*Z.z,0
Z+Z*z*Z.Z*Z,0
W.W*W.,0
+Z*Z+z+Z*z*,0
Z*z*z*z*Z+Z,0
*z*z*z*Z+Z*,0
"*Z,Z+z*z*z+",0
w.W.W.W.,0
.w.W+W.F.Z0,0
Z0Z.i.i.i.Z,0
.W*W.W*W.W*,0
"Z.Z.Z,Z.",0
i0i0i0i0f0,0
I.Z0,0
"+U,d,d,U,u,",0
F.F.Z0z0,0
"u,d,u,u,u+u",0
Z.z.z.i.,0
"u,u,d,U+u+",0
W.,0
"Y.h.H.h.Y,",0
"Y,",0
h+h+Y*Y+y*y,0
Z.I.Z.Z.Z.Z,0
".Z.W.Y*Z.z,",0
.z.z.z.Z+z+,0
.X.x.x.x.x.,0
X.X.X.Y0Y.X,0
"+Y.Y.V.x,Y.",0
",X.x.x.X,X.",0
".X.X.X,X.X.",0
",Z.Y.Z.Y.Y.",0
"Y.Y.Y,",0
F.W*W.,0
W.W.W.W.,0
I.z.Z.z.,0
I.z.Z.Z.,0
Z.z.z.z.,0
F.F.W.W.,0
Y.Z.w.Y.Y.z,0
Y.Y.Y.Y.,0
".W,W.W*W.W0",0
".W.W.W.X,x.",0
Z0i0i0i0,0
X.X.X.X.G.G,0
.Y.y.h.Y.Y.,0
"x+x,g,g,g,g",0
Z.y.,0
*y*y*h*y*y*,0
h*h*h*h*h*h,0
y*h*h*h*h*h,0
y*h*h*h*Y*Y,0
w.W.,0
y.y.V.,0
Z.z.W.,0
".y.Y.z,W.Y,",0
W.W.w.w.,0
I.Z.,0
"Z,Z.z.z.W,W",0
"Z,",0
W.,0
W.,0
W.,0
.Z.z.I.I.i.,0
z.,0
Z.I.w.,0
Z.,0
"X.X.X,X.",0
X.,0
"x.x,G,",0
",Z.W.F.Z,Y*",0
z0i0i0i0i0,0
i0i0I0I0,0
",R*r+a+a+a+",0
z0i0i0i0i0,0
W.Z+,0
z0i0z0z0z*,0
f0f0f0a0,0
f0f0f0,0
y+,0
i0i0i0f0,0
R.r.R.R.r.R,0
f0f0,0
i0i0,0
U00U.R.R.D.,0
".X,y,Y.Y*Y.",1
H.Y0,1
"S,S*",1
S00,1
v*,1
S*,1
s*s*,1
v*,1
s*,1
s*s0,1
s*,1
R*s*,1
s*S*,1
S*s*S0,1
s0,1
S*,1
S*S*s*s*s*S,1
s*s*,1
v*s*s0,1
s*,1
S*,1
s*S*s*s*B*s,1
s*,1
s0,1
*Z*Z*z*I*z*,1
s0,1
s*s*,1
"s,S*",1
s0,1
"S*S,S*",1
"*S,S*S,S*s*",1
s*,1
