domain,class
Z0Z+Z0Z+,1
"S,s.S*S,s,s.S*s+",1
W00,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
Z0Z+Z0Z+,1
r*w0W+,1
s+s*W00,1
"S*S,S*",1
W+S0s*,1
y*y0y*y0Y.,1
"v,S*V.v.R*Z.V.R*V.v.R*Y.V.R0Z.R0Y.v.R*Y.Y.R+Y,r.Z.Z.",1
"Z.Y*y+z+Y*z*y*y*h*y0h*y*Y.Z+Z,Z+y+z+z+",1
"Y+z+z+y*y+z+y+z+y*Z,z+y*y+I+Z*Z0Z,Y+y,Z0Z+h+Z*y+",1
I*Z*y*Z0i0,1
"y*h*H*y*z0z*z*y*Z.Y,Y+H+",1
"E.R*Z,W.R*V.R*r0Y.V.Z0Z.",1
"I*z+y*z*z*z*Y+Z0I0Z*Z,Z*Z.",1
H0I0Z+,1
z*u0W+,1
Z00U+,1
s*s*s*s*,1
U00R*,1
S*S.S*W+,1
w0,1
S*,1
0R*,1
s*s+s*,1
I*w0Z*,1
I*w0Z*,1
R0,1
S*w+s*,1
Z0Z.W0Z+,1
Z0Z.W0Z+,1
w*z0W*,1
w*z0W*,1
u00,1
W0V*W0Z+,1
U00R*,1
U00R*,1
s0,1
B*,1
y0W*,1
B*,1
Z0w*Z0Z*,1
Z0w*Z0Z*,1
W00U+,1
U00,1
"S00S,B,",1
W00,1
R00,1
0R*,1
U0,1
R*,1
"S*s0B0S*s*S,",1
S*S.S*,1
B*w*S+,1
v0,1
S000S*s*,1
U0,1
"I,z+z,Z0",1
S*S.S*S.,1
W*S.S*,1
r00,1
r00,1
Z0Z+Z0Z.Z0Z+,1
S*S.S*S.,1
W0W+U0,1
w*w0W*,1
w*z0V*,1
v*w0U*,1
b*s0S*,1
w00W+,1
W00W+,1
W00W+,1
R00,1
s*,1
Z0Z+Z0Z+,1
S*s*s0,1
00,1
0s*,1
R*,1
Z0Z+Z0Z.Z0Z+,1
"00T,",1
00,1
00S*,1
00,1
00S.,1
"s,S*B*S,S.S,S*s*S,s,s,S*s*B*s*s*s*s*S,S*s*s*s+S,S+S,S*",1
"S,",1
00,1
B0,1
"S000S*S+s,S*S+s,S*S+S,S+s+s*",1
"S,S*s*S0S*S+S,",1
s0,1
S*,1
u0U*,1
u0,1
R00,1
00,1
"s*S+S0S*s+s*s*S,S*s*",1
"s,s,S,s,s,S+S,s,B,S.S,B,s,s,s,s,B,B,s,s,s,s,s.s.s,S+s+s,B,s,s+s,s,s+S,s,s+S,",1
"S,S+s+",1
"*s*S*s+s*s+S,s,B,s+S,s,s,s+s+s+s,s,s+s+S,s,s,b,s+s,s+s,S+S,s.S,s+S,s,s,s,s,S",1
"s,b,B,S.s,S.S,",1
",B,B,s,s,B,s,s,s,S.S,B,s,s,s,s,B,s,s,S,s,s,B,s,B,s,s,B,s,B,s,s,s,s,s,b,s,s,s",1
"S+s+s+S,S*s+s,S.S,s,S*s+s,s,s+S,s+s,S,s,s,S+S*s*s*s*s+S,b,s,s+B+S,B,s+s,s,s,",1
"y*I*z+z*z+z+z*Z000Z+Y,I,",1
"z*z*Z0H0z*Z+Z.z,z,Z.",1
"B,B,s+s+s+B+s+b+s,S*s+B+s+B+s+S,s,s+s,B,S+s,S,s,s+S,S+s,B,s+S,S+B+s,B,s,s,s,",1
"s,S.S,S.S*S,b,T,s,s+s,s,s,s,S00S+s,s,B,B,s,S,s,S,s+S,s.S,s,s+s,S,S+s,s+s+S*s",1
".S+S*s+s*s+B+s,s+s+s+s,s+S,s+B,s,b,s,s,s+s,s,s+s+s+s,s+s,s+S,S,s+S.S,S0S,S+s",1
"s+B+S.S,s,s+s+b+s+s*s*s+s+s+B+b+s*s+s*s+S,S+s+s+s+B+B+S.S,B+s+s+s+S.S+s,B,s+",1
V00,1
"S*S,S*S,",1
"Y*Y,",1
y*,1
"s+s*s*s*s*S+s+S*s*s*s*s*s*B*s*S,S*B*s*s*s+s*S,",1
s*,1
"S*s*S,S*S+S,S*S,s,S0",1
B*S000S*S+S*S.,1
s+S0B0s*s*s*,1
"S,s+S,S*s*s0S*B*s+s*s*S+b+S,S*S+S*",1
"s*s*s*s*S0s*S,s,S+S*",1
"S*B*s*B0S,",1
"00S,B,S*S,S*s*S,S*",1
"S00S,s,",1
"s+s,b,s+S,S+s+s*S,s+B+s+B+S*S,S*S,s+s+S,S+s+S*S+s*s+B+s+b+S.S+s+B,s+",1
S*,1
"S+s,S,S,s,S+S,S*S0S+S*S+",1
"b*s+S*s*S+S*s*S,S*B*s*s*s+S,S+S*S.S,s+S,S*s*S,S+S,s+s,S*S+s+S,B,S+s+B+s*",1
U00,1
s*s00,1
s*B*,1
"S000S,",1
z*Z0,1
S*S.S*S.,1
R00,1
"B*S,S*s*S,",1
"s*s*s*s*s*S,S*s*b*",1
0S*S0,1
"S*S000S,S*",1
"Z*Z.Z*i*i+i*i*i+i+z*z+i*Y,Z+i+i+i*Z0I0Z.Z+z+Z,Z*Z,Z+Z*",1
0s*,1
s0S*,1
e*v0,1
W*S.,1
S*W.,1
"S,s,S.S+B+s+b+S*s+s*S,S*S,S+s+s,S*S,s,B,S+s+s+S,S*S,S+S0s*s*S,S*s*S+S*",1
"W*S,S*",1
s0,1
"00S,S.",1
",S.s,S.S,s,B,s.s,s,B,S.s,b,s,s,s,S.S,s.S,s,B,s.s,s,s,S.S,S.S.S.S.S,s,B,S.S.S",1
",B,s,b,b,s,B,s,s,s,s,b,s,b,B,B,s,s,s,s,s,B,s,s,s,s,s,b,b,B,s.S.S,s,B,B,s,s,s",1
s*s*S0s*,1
S*S+s+s+s*w+B+s*s+s*b*S*s0s*W+,1
s00,1
v*,1
v*,1
s0b0,1
00,1
S*,1
S.,1
S*,1
s*,1
s*,1
r*s00,1
s0S*,1
",H,F,W+w,V+W,W,v,V.z.W+w+f+F+f+w*w+w+w+v,V.w.W,W*W,z,V,I,v,y.v,V.v.z.W+F*Z,V",1
"s,s,s,w,s,B,s,s,s,S.S,s,s,s,s,b,B,s,W.S,s,s,s,B,s,S,S.S,s,F,s,s,s,s,S.S,S,S,",1
R*,1
"b,W0",1
w0,1
B*,1
S+,1
s00s*,1
s00s*S*,1
"W,",1
Z00R*,1
0S*S*,1
B*,1
00,1
R0,1
"S,",1
b*,1
S*S.S*,1
S+S*s*,1
s*s*S0s*s*,1
v*s*S000,1
s0,1
F*s*,1
v*v00,1
"W0W,",1
U00,1
u0Z+,1
i*u0Z+,1
z0W+,1
S0,1
I*z0,1
I*z0,1
"s+s*S,S*s*s*S0S*B*s*S+S*",1
e+e+I+Z0i0i0i0,1
V00,1
A*,1
00,1
s*,1
"s*s*s*S,S*",1
S0S*S*b*,1
S0,1
v*V00,1
0S*,1
Z00Z+,1
F*z0Z+,1
w*z0Z+,1
Z0z*w*z0Z+,1
w*,1
v00,1
"s*s+s+S,S*s+S*S,S+S*S+S*S+s*B*s*B*s*S+s+s*s+s*S,S+",1
"S,S*s*B*s+s*s*S,S+s*s+s+S*B*s*s*s*S+B*S,s,S*S+B+s+s*s*S+B+b+B+s*s*s*s*s+",1
s00S*,1
0s0S*,1
S000,1
S*,1
Z00W+,1
r*z0W+,1
w0W*,1
U00,1
U00,1
S+,1
D*,1
z*z0W*,1
Z00W*,1
Z00W*,1
Z00W*,1
"S*S,W*S.S+w+w+W*s+S.S,w,S+w,W.W*W.W0S*S,W+S,s,",1
"Y00Y.Y,Y0Y.R,Y.",1
"Y0H0Y.Y.Y.Y,",1
Y.Y.Y00Y.Y+,1
"Y+Y.Y,Y*Y.Y.Y0",1
"Y,",1
Y+Y.,1
0U*,1
U00,1
U00,1
U00,1
S*s*,1
"B,",1
S00,1
D*w0,1
u00,1
"S*S.S*S.S*S.S*S,S*S,S*s*S+s*s+s*S.S,s+S*s+s+s*s*s+B+s*s*s+s*s+s*s*s*",1
B*,1
S*s*,1
000S*,1
0s*,1
s*s*,1
s0,1
V00,1
E*,1
"V+v,v+V00",1
0s0,1
00,1
B*s*s0s*s0s*,1
"F,z+B+B,i,z,I,z+i+s,s,i,s,s+b+I,s,s+I,",1
"F,z+B+B,i,z,I,z+i+s,s,i,s,s+b+I,s,s+I,",1
S*,1
s0s*s*s*s*,1
s0,1
S+S*,1
v*,1
e+e+e+e+E+E+e+e+e+e+e+e+e+e+e+e+e+e+e+e+e+i+e+e+e+e+e+e+e+e+v+v+e+e+e+e+e+e+,1
B*,1
V0,1
S*,1
0S*,1
E*,1
00,1
s00,1
W00Y+,1
W00Y+,1
z0Y+,1
s0,1
B*,1
W*W+S*,1
"w00R,",1
S*,1
"w*w+W*w00W,",1
W0U+,1
S*S.S*S.W00,1
R0,1
"Y*Y,Y+Y.Y*Y.Y+Y.Y*Y.Y+h*y*y+Y,Y*Y.Y+Y0y0Y+Y.Y.Y,Y*Y.Y,Y.Y+",1
r*s*s*,1
Y0000,1
Y0000,1
V*,1
v*,1
s0s*,1
R*s000,1
"Y.y.y.Y*Y,Y.y.y.",1
s00,1
y0y00,1
000,1
Y+y*y+,1
S000,1
R+,1
y*Y*Y+,1
s00,1
s*,1
s0,1
r*S+,1
00,1
v*,1
"S,",1
S*W.,1
s*s*s*s*,1
"S,",1
R00S*,1
U00,1
V00,1
"s*S,S+S00s*s*S,S*",1
"W*S,S*",1
W*S.S*,1
B*,1
00U*,1
f*B*s+,1
s0S+S0,1
"00S,s,s,s+s,",1
"s,s,s+B+s,s,s+s+s+S,b,s,s+S,B,s+B+s,B,S.S,B,s,B,b,s,s,s,s,s,s,b,b,s,s,s,s,s,",1
"H*Z*z0Z*y*z*z*Z,Z+Z,Z+Z,z,Z*",1
"z*z*z*Y,Z*Z00Z*z*z*z*Z.z,H,z.z,z,Z+",1
"S,S*S,s+S*s+s*S,s,B,s,s,s,S,S+s,s,s,s+b+S,B,s,s+s+s+B+s+s,s+s,s,b,s+s,s+S,S.",1
",B,s+S,S.S,S.S,s,s,S.s.S,S.S,S.s,S.s.s.S,S.s.S.S,S.B.S,S.S,B,s,s,B,S.S,B,s,s",1
"S,S*S00S,B,s,T.S,S.",1
"S,s+s+s,S*S+s+s+s,s,S+S,s+s,s+s+s,B+S,S+S,S+S,S+s+s,B,s,s,s,s+s+s,S.S+s,s,s,",1
S+,1
"S*S+s,S+s,B,s+s+s+b,s,s+s,s,s+s+s,s+s,S+s,B,s+S,S+s,s+s*s+s,s+s+S,S0s*S+s,s+",1
",B,s.S,s,s,s,s+S*s*S,s+s,s+B+S*S+s+s,S*B*S,s,s+s+s,B,s+s+s,S,S+S,s,s,s,s+S,s",1
Y00,1
V00,1
W*W+,1
W*S.S*,1
s*s*s+S*B*s0S+,1
"S,s,S.S+S0s*s0s*s*B*",1
0s*,1
"W*W,S*S+s,",1
W00V*,1
B*B*s*,1
S0,1
"y.y.Y*Y.Y.Y.Y*s*y*Y.Y.Y000Y.S.Y*Y.y,Y.y.",1
S0,1
S0,1
V00,1
"s*B*s*s*s*S*s+s*s+s*b*S,s+s*s*",1
v0S*,1
v0S*,1
0s0,1
"Y*Y,",1
"Y+Y,",1
"s*s*s*s*S*S+S*s*s*s*B*s*B*S,S*b*S,S+s+s+s*s+s+s+t,s+B+s*",1
"s*S,S+S*S.S*s*s*S*s+S*s*s+B+s*s*s+S*s*B*s*s+S*S,S+",1
"+S,S*S,S*S,s,S.S*S,s,S*S,S*s+S,s,B+S.S*S,S*S,S*b*s*S,s+B+s*s+s+B+s+s+B+s+s*S",1
B*,1
"S+s+s*s*s*s+s+s*s*s*s*s*s*B*s*S+s,S*s+s+s+s*s*S+s+S,s,S*B*",1
00,1
"z,I,y+h+Y*y*z*y*z0Y*Y,",1
"z+Y,z,Z+y+H+y*H*Y,Y*y*z*y0Y,y+y,H,Y*Z,y,y+z,Z.Y+",1
"S*S*B+B*S*s*S0S,S*s*s+S*s*s*S+",1
s*S+s+S*s*b*s*s*s*S*S*s*B*B*s*s*s*s+,1
"S,S*S+s,s+B+B+s*s*s*S*s*S+S*s*b*s*S+S*s*S+B+s*s+s+s+s*s*s+s*S,",1
"s*S+s+s*s*S,S*s+s+S.S+s+s+s*b*S*S*s+B+S*B*S,S*S,S*t*S,B,S*S+s,",1
"B+s+s+B,S+s+S*S+s*B*s*S+S*s+S,S*b*s*S+s,s+S*s*S+s+s+S*s*B*S,s,s+s+s,S*S,S*S*",1
"S,S+s,S*s*s+s*s+s*S+s*S,S*s*B*S+s*b*",1
"B+S,s+S*s+B+s+s*s*s*b*B*s*s+s+S*S+s+s*s*s*s*S,S+B+s+S*b*S+",1
"s,S+s*s*s*S+s+S*s*s*s+s*S,S*s+s+s*S,S*s*s*B*",1
"s+S*s*s*S,S*S*S*s*s*s*s*S+S*s*s*b*S+S*s*",1
W+s+,1
0S*S+s*S*,1
00,1
S0,1
S*B0S+S0s*s*,1
