domain,class
H*z*,1
0,1
0,1
w+,1
F*s*,1
"Z+Z0Z,",1
0R+,1
0W+,1
0Z+,1
i0i0,1
V0,1
0,1
0,1
"I*z+z*z*z+z*Z+I+z+Z,Z*Z.Z",1
*b*s*,1
S*,1
"B*s+s,S*s*S*S*S,S*S+S,s,S",1
"*s*s*s+s+s*s+b+S*s*s+s,S*",1
",s,s,S.S,s,b,s,S,B,s,s,s,",1
"+s,s,B+S*S0s*S+B+S,s,s,S+",1
",s,s,B,s,s,s,s,s,s,s,B,s,",1
s00,1
"Z.z.z.Z,",0
"U.U.W.U.r.U.U,W.U.u.R.U.U",0
Y+,0
Z.y.Y.Y.Y.y.y.H.Y.Y.Y.y.y,0
Y.Y.,0
".Y.Y.y.Y.H.Y,Y.y.Y.y.Y.Y.",0
"h,y,h,y,h,h,h,h,h,h,y,y,y",0
"y,y,y,h,y,y,y+Y*Y+",0
"I.Z.z.I.Z.Z.Y.Y.Y.Y.Z,",0
"h.h.H.Z.Z.Z,Z.z.Y*Z.",0
"z.Z.Z.W.Z,Z0Z.W.",0
F.Z00Z.z.W*W.,0
.f.W*W.w.Z0W.F.f.F.W.Z*Z.,0
x.Z00W.Z*Z.Z.Z.Z.,0
Z.z.Z0,0
"*W.F.W.W.F.W*W.F.f.Z0Z.W,",0
W.Z0W.,0
".W+W.W,W.Z*z*W.Z0Z.W00W.W",0
"w.W*W.F.W0W.Z0z*Z.W,W.Y*W",0
Z.Z.Z.,0
",h,h,h,h,h,h,h,h,h,h,h,h,",0
"h,h,h,h,h,h,h,h,h,h,h,h,h",0
000W.,0
h.Y000W.,0
F.,0
W.X0W.,0
Z.z.w.Z*X.W0W.W.W.F.,0
F.W+W.Z0I0z*,0
Y00Y.w.H.X.F.,0
Z0i0i0i0,0
z.Z.Z.,0
Y.Y.y.,0
Z.z.w.Z.Z.i.Z.z.Z.,0
Z.Z.Z.z.Z.W.,0
Z.Z.Z.,0
Z.Z.z.,0
W.,0
".Y.Y.Y.Y,Y.Y.H.Y,Y.Y.y.W.",0
Y.y.h.H.H.Y.Y.h.Y.Y*Y.h.Y,0
y.H.h.Y.Y.y.y.y.,0
Z.,0
z.I.i.Z000Z.Z.z.Z.Z.,0
"u+D,u,U+U,u,U+u,u,u,u+U,u",0
.i.Z0Z.I.i.i.i.Z0z0Z.Z.Z.,0
",d,u,u,u,u+u,U*U,u+u+U,u,",0
y.Z+Z.z.z.i.z.Y+Y.H.Y+Y.H,0
"d,D,u,u+d+U,u,u+D,u,u,d,u",0
+Y.H.Z+Z.z.z.z.I.Y+Y.y.Y+,0
"+U,u+u+u+u+u,u,U+u,D,d,u,",0
z.I.i.Z0Z.Z.z.i.i.Z*Z0Z.Z,0
"u+d+u+u,d,u+u,D,u,d,u,u+U",0
I.I.i.,0
"u,u+D+u+D+u,u,u+u+u+U,u,U",0
00z0,0
z*z*z00Z*z*,0
z00Z*,0
W00Z.Z+,0
.,0
W.,0
W.Z*,0
W.,0
.z.Z.Z.Z.i.I.i.I.z.z.i.Z0,0
.Z.I.Z.Z.z.z.Z.Z.W*W.w.w.,0
i*z*,0
"Z,z,Z*I*W.Z,",0
Z.z.,0
"z.z.Z,W.Y.y.W,W.Z.W.w.w.Y",0
"W.Z+z,f,Z.F.Z*Z.Z+Z.",0
".w.W.Z,Z.Z.I.z.z.Z,W+W.F.",0
h*i0h0,0
W.w.w.W*W.w.W0,0
i0i0i0,0
I0i0i0I*,0
z.I.i.Z.,0
"Z,w,W.f.",0
W.,0
00W.,0
W.W.z.,0
000Y.H.Y.W.w.,0
Z.,0
Z0z0z*,0
.f.Z*Z.Z*Z.Z*z*I*Z.Z*I*Y+,0
.F.W.Z*Z+Z*Z*z*z*Z.Z.Z*i*,0
w.Z*z*z*Z.Z*z*z*y*Z+Z.Z.Z,0
"+Y*Z,z.Z+Z*z*Z.Z*Z.Z*Z.Z*",0
"Z*y*Z,z.Z+Z.Z*Z.Y*Z,z.Z*z",0
Y*z0,0
"Z*z+Z*z*Z.Z.Z*z*Z,Z.z.I.Z",0
Z.Z.z.Z.Z.W.Z*z*Z.Z*Z*Z.Y,0
z*z0Z*,0
"Z+W,W.w.W.W.Z*z*Z.Z.Z.Z.Z",0
.W.f.Z*z0Z*z*i*Z+z+Z*z*z*,0
.Z*z+Z*z*z*I*Z.Z*z*z*z*I*,0
z*z*z*I*Z.Z*I*Z.Z.z.z.Z*Z,0
*z*Z.Z*z*Z.z.Z*Z.Z.z.w.Z.,0
I.z.Z.Z.Z+Z000,0
",Z*Z.Z*z*z*Z.Z.Z+z*z*Z.z.",0
"*Z,z.Z.Z*z*z*i*Y+Y.y.Z*z*",0
Z*,0
".z.z.Z,W+Z0W.F.W.w.w.Y*Z.",0
"z+W,W.W.w.W.W.Z*z*Z+Z*z*Z",0
W*W.,0
+z+Z*z*z*Z+Z*Z+z+z+z+Z*z+,0
*z+I+z+z*i*z+Z*z*z*z*Z+Z*,0
"*z*z+z+I+z*z*z*z*Z+Z*z+Z,",0
"*z+Z*Z+Z*I*I*Z,Z+z*z*z+z+",0
W.W.W.,0
w.W+W.F.Z0Z*z*Z0,0
Z0Z.i.i.i.Z.Z*z*Z.I.Z0Z.i,0
+Z.z.Z.Z.I.W+F*W.w.w.w.W.,0
"Z.Z,Z.",0
i0i0i0f0,0
Z0,0
"u+U,d,d,U,u,d,d,u,",0
F.Z0z0,0
"d,u,u,u+u,u,u,u,",0
z.z.i.,0
"u,d,U+u+",0
"h.H.h.Y,",0
h+Y*Y+y*y+,0
I.Z.I.Z.Z.Z.Z.Z.Z.,0
