domain,class
Z.i.I.I.Z.,0
.Z*z*W0000,0
.X.H.X.x.Y,0
"Y.z.y.I.Y,",0
h0h0i0,0
.W.Z+z*W.W,0
*w0Z*Z*z*z,0
i0i0i0f0,0
y.,0
00,0
.z.i.Z.Z*z,0
00,0
Z0,0
Z*,0
h.w.Y*,0
Z*Z.Z.I.,0
0,0
00Z.Z.I.Z.,0
I.i.I.,0
Z*z*z00Z.Z,0
*Z.Z.Z0h0,0
".z.Z,Z0z00",0
z0,0
W.Z*z0W.w.,0
Z00,0
0W+W.F.W.W,0
z0,0
W.Z*z0Z*,0
Z.Z000,0
Z*z*z*,0
.Z.Z+Z.Z.z,0
Z*,0
"Z,Z*W.Z0z0",0
0W.F.f.Z00,0
Z00W*W.,0
00Z*,0
i0i0i0i0,0
*W.w.Z+Z00,0
".Z0Z.Z,Z0Z",0
.W.w.W.Z*Z,0
i0i0i0i0,0
F.f.i.,0
Y0y00,0
"Y,Y*Y,Y.",0
+Z.Z.i.Z.Z,0
y.W.Z00Z.I,0
0W.,0
X00,0
Z00Z.Y00Y.,0
y.Y.H.,0
Z.z.W00W.W,0
Z.Z00Z.z.I,0
0W.Z+,0
"X,",0
F.W.w.,0
"X,x+X,X.X+",0
"X*X.X,y,V.",0
X00,0
Z.,0
Z.Z.Z.,0
W.W.W.F.w.,0
Y.W.W.,0
Z.Z.z.,0
"0Y,Y.Y+Y00",0
i.I.I.,0
+y+W.H.w.w,0
H.y.Y.Y.H.,0
"W.W.Y,Y.Y.",0
z.,0
".Y,W.W.X+X",0
z.z.z.,0
z+I+z+z+i+,0
w.W.W.,0
s0,1
0,1
W.,1
r0U+,1
s*s0,1
*,1
s*,1
s0,1
*,1
b*,1
B0,1
*v0,1
S*,1
S*,1
s*S+s*,1
s0,1
0,1
00,1
V00,1
S0,1
S*A*S00,1
00,1
s*,1
S*,1
S00,1
0S*,1
00,1
b*s*,1
S*,1
"B*S+S*s+s,",1
S*S0s*,1
0s*,1
0,1
S+,1
S*s*,1
Z+Z0Z.Z0Z+,1
Z+Z0Z*Z0Z+,1
"Z*Z.Z*Z,z+",1
0,1
0,1
r0,1
W0,1
S*B*s+s*B*,1
B*,1
s*s*B*,1
"s,S+S,S*S+",1
*,1
T*b*s00,1
0s*,1
s*s*s*,1
s0s*S+S*,1
0,1
S*,1
s0,1
"z,z,z+z+w,",1
",z,I,W,z,y",1
0,1
0Z+,1
+E+E+v*v*v,1
S.S*,1
0,1
0,1
V*,1
"+Y,Y,y+i+z",1
S.S*S.,1
"S,S*S.",1
"Y.s,Y+V,Y*",1
"Y,Y+Y.s,Y+",1
0,1
V0E0,1
S*s0,1
"S,S*",1
+s*S00W+B*,1
0R+,1
F*B*,1
v00,1
U*,1
"S,S*",1
Z+Z0Z+,1
Z+Z0Z+,1
0,1
s+s*s+,1
0,1
*s*s*B*s*B,1
0s0s*,1
Z0i0i0,1
0,1
00,1
00,1
s*,1
v0,1
00S*,1
"S,",1
s+,1
0,1
"0R,",1
"0R,",1
W.S*,1
"S,S*S.",1
W.,1
E*,1
0,1
0,1
"S,S*",1
S*,1
y*Z0Z+,1
Z.Z0Z*,1
Z+Z0Z+,1
Z.Z0Z+,1
Z.Z0Z+,1
Z+Z0Z+,1
0R*,1
Z+Z0Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+Z0Z+,1
Z+Z0Z.Z0Z+,1
0,1
R*,1
Z.Z0Z+,1
Z+Z0Z.Z0Z+,1
Z.Z0Z+,1
+,1
z0Z+,1
Z+Z0Z+,1
v0R*,1
Z.Z0Z+,1
z0Z+,1
Z+Z0Z+Z0Z*,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
w+s*,1
0R*,1
Z+,1
v0Z*,1
v0Z*,1
V0Z*,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
0,1
Z+Z0Z+,1
0,1
r0,1
0,1
0,1
0,1
"w0W,",1
Z.Z0z*,1
Z.Z0z*,1
0S*,1
*S.S+S.S*S,1
0,1
0,1
0W*,1
0W*,1
0U*,1
0U*,1
Z+Z0Z+,1
Z+Z0Z+,1
"S*S,s,s.S*",1
0,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
w0W+,1
s*W00,1
"S,S*",1
S0s*,1
y0y*y0Y.,1
*V.v.R*Z.V,1
*z*y*y*h*y,1
"+y,Z0Z+h+Z",1
Z*y*Z0i0,1
0z*z*y*Z.Y,1
"R*Z,W.R*V.",1
*z*Y+Z0I0Z,1
I0Z+,1
u0W+,1
0U+,1
s*s*s*,1
0R*,1
S.S*W+,1
*,1
s+s*,1
w0Z*,1
w0Z*,1
w+s*,1
Z.W0Z+,1
Z.W0Z+,1
z0W*,1
z0W*,1
0,1
V*W0Z+,1
0R*,1
0R*,1
W*,1
w*Z0Z*,1
w*Z0Z*,1
0U+,1
0,1
"0S,B,",1
0,1
0,1
*,1
"s0B0S*s*S,",1
S.S*,1
w*S+,1
00S*s*,1
"z+z,Z0",1
S.S*S.,1
S.S*,1
0,1
0,1
Z+Z0Z.Z0Z+,1
S.S*S.,1
W+U0,1
w0W*,1
z0V*,1
w0U*,1
s0S*,1
0W+,1
0W+,1
0W+,1
0,1
Z+Z0Z+,1
s*s0,1
*,1
Z+Z0Z.Z0Z+,1
"T,",1
S*,1
S.,1
"*s*S,S*s*s",1
"*S+s,S*S+s",1
S*s*S0S*S+,1
U*,1
0,1
"+s*s*S,S*s",1
"S,B,s,s,B,",1
S+s+,1
"S,S+B+S,s+",1
"b,B,S.s,S.",1
"s,s,s+s+s,",1
"S,S*s+s,S.",1
*z+z*z+z+z,1
"Z+Z.z,z,Z.",1
",B,s,S+S.S",1
",S00S+s,s,",1
"s,s+S,s+B,",1
"+B+S.S,s,s",1
0,1
"S,S*S,",1
"Y,",1
S+s+S*s*s*,1
"s*S,S*S+S,",1
000S*S+S*S,1
S0B0s*s*s*,1
s0S*B*s+s*,1
*s*s*S0s*S,1
"B*s*B0S,",1
"S,B,S*S,S*",1
"0S,s,",1
"+S,S+s+S*S",1
"S,s,S+S,S*",1
"s*s+S,S+S*",1
0,1
s00,1
B*,1
"00S,",1
Z0,1
S.S*S.,1
0,1
"S,S*s*S,",1
"*s*S,S*s*b",1
*S0,1
"S000S,S*",1
*i+i*i*i+i,1
*,1
S*,1
v0,1
S.,1
W.,1
.S+B+s+b+S,1
"S,S*",1
"S,S.",1
",B,S.s,b,s",1
"s,s,s,s,s.",1
s*S0s*,1
*s+s*b*S*s,1
0,1
b0,1
s00,1
S*,1
"w,w,w+w,W+",1
"s,B,B,b,B,",1
W0,1
0s*,1
0s*S*,1
0R*,1
*S*,1
S.S*,1
S*s*,1
s*S0s*s*,1
s*S000,1
s*,1
v00,1
"W,",1
0,1
Z+,1
u0Z+,1
W+,1
z0,1
z0,1
*s*S0S*B*s,1
+I+Z0i0i0i,1
0,1
"s*s*S,S*",1
S*S*b*,1
V00,1
*,1
0Z+,1
z0Z+,1
z0Z+,1
z*w*z0Z+,1
0,1
"S,S+S*S+S*",1
*B*s*s*s*S,1
0S*,1
0S*,1
00,1
0W+,1
z0W+,1
W*,1
0,1
0,1
z0W*,1
0W*,1
0W*,1
0W*,1
+w+W*s+S.S,1
"0Y.Y,Y0Y.R",1
"H0Y.Y.Y.Y,",1
Y.Y00Y.Y+,1
"Y.Y,Y*Y.Y.",1
Y.,1
*,1
0,1
0,1
0,1
s*,1
0,1
w0,1
0,1
"S,s+S*s+s+",1
s*,1
0S*,1
*,1
s*,1
0,1
"v,v+V00",1
0,1
s*s0s*s0s*,1
",s,s+b+I,s",1
"+b+I,s,s+I",1
s*s*s*s*,1
S*,1
e+e+e+e+e+,1
*,1
0,1
0Y+,1
0Y+,1
Y+,1
W+S*,1
"0R,",1
"w+W*w00W,",1
U+,1
S.S*S.W00,1
"0Y+Y.Y.Y,Y",1
s*s*,1
000,1
000,1
s*,1
s000,1
"y.y.Y*Y,Y.",1
0,1
y00,1
0,1
y*y+,1
00,1
Y*Y+,1
0,1
S+,1
W.,1
s*s*s*,1
0S*,1
0,1
0,1
"S00s*s*S,S",1
"S,S*",1
S.S*,1
U*,1
B*s+,1
S+S0,1
"S,s,s,s+s,",1
",s+s*S,s+B",1
"Z,Z+Z,Z+Z,",1
",H,z.z,z,Z",1
"+s,s,b,s+s",1
"S.s.S,S.S,",1
"S*S00S,B,s",1
"S,S+S,S+S,",1
"s,s+S,S,B,",1
"S*B*S,s,s+",1
0,1
0,1
W+,1
S.S*,1
*s+S*B*s0S,1
",S.S+S0s*s",1
*,1
"W,S*S+s,",1
0V*,1
B*s*,1
000Y.S.Y*Y,1
0,1
*S*s+s*s+s,1
S*,1
S*,1
0,1
"Y,",1
"Y,",1
*s*s*s*B*s,1
*s*s+S*s*B,1
"+S,S*S,S*S",1
s*s*s*s+s+,1
+Y*y*z*y*z,1
"y*H*Y,Y*y*",1
"*S0S,S*s*s",1
s*S*S*s*B*,1
*s*s*S*s*S,1
+s+S.S+s+s,1
"s+s,S*S,S*",1
"S+s,S*s*s+",1
b*B*s*s+s+,1
+S*s*s*s+s,1
S*S*s*s*s*,1
s+,1
*S+s*S*,1
B0S+S0s*s*,1
*,1
0,1
"S.S*S,",1
0,1
"S*s*s*S,B,",1
"b,s,s,S.S,",1
"S.s.b.S,s,",1
"s,s,s,S.S,",1
+S*,1
W+,1
W+,1
0,1
0,1
"s,s.S,s,S.",1
",s,s+s,s+s",1
"+Y,Y+Y.Y*Y",1
"W,S*",1
*,1
"s*s*S,S*s*",1
+S0s*b*s*S,1
0S*,1
*S*s*S+s*S,1
Y*,1
0,1
Y*,1
Y.Z0H0Y.,1
0Y.Z.I.Y+Z,1
Z+,1
Y.,1
Z0,1
z00Y*,1
Z0H0Z.,1
"0Z,",1
0,1
E+E+v*v*v0,1
w+,1
"S+S*s*B*S,",1
"+F+S,W*S.W",1
"S,",1
0,1
s00s*s*B*s,1
".S,s.s,B,s",1
"+W,S*s*S,S",1
"*w+W,S*w0W",1
s*S*S0s*,1
0,1
y*Z0Y*y*z*,1
+z+z+y*y*y,1
S*,1
"s*s+S*W,W+",1
s*s*s*s*S+,1
S+S*S0,1
",S*s*s*S0S",1
*S*s*s*B*S,1
0,1
*S+s*,1
s*,1
",v+e+v,v+E",1
"s+s,s+s+b+",1
F*s*,1
"S,T*",1
F*B*,1
"s,s,B,B,s,",1
"s+s+s,B,s+",1
s*B*,1
0S+S*B*s+S,1
W+,1
*s*s0S*s*s,1
0,1
0,1
*s*s*B*s*S,1
"S+s+S*S.S,",1
*,1
S.S*w*,1
v*,1
0W+,1
0W+,1
z0W*,1
z0Z+,1
z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
"s*w+s+w,S+",1
"W+W,W00W+",1
0,1
Y*y0Y+Y.Y*,1
*Y0y0Y*y+Y,1
"S,S*s*S,S+",1
s+s*s*B*B*,1
S.S*S.,1
"S,S*",1
U*,1
Z+,1
",S*W,S+W.S",1
0,1
0Z+,1
0Z+,1
0W*,1
0W*,1
0Z*,1
w+,1
"R,",1
0Z+,1
0Z+,1
S+,1
0,1
z*z0,1
z*z0,1
S.S*S.,1
s*,1
"S,S*",1
"0W,",1
B*B*B*,1
S+S*,1
b*,1
W.S*,1
S.S*,1
*,1
0,1
z0Z+,1
V0,1
0S*,1
0,1
W0W*,1
S.S*S.,1
"S.S*T,",1
W.,1
"Z,S0",1
v*Z0Z+,1
v*Z0Z+,1
Z.Z0Z*,1
Z.Z0Z*,1
*,1
B0,1
"z0W,",1
"0W,",1
*,1
0,1
w0W*,1
"S.S*w*S.S,",1
w+s*S00S*,1
0,1
S.S*W00,1
0,1
0,1
z*r00,1
0W*,1
0W*,1
S.S*,1
0Z*,1
z0Z*,1
*,1
0,1
W+,1
"S,S+",1
S+,1
0U*,1
0Z+,1
r*,1
*,1
0W*,1
w0W+,1
w0W+,1
Z.Z0R+,1
r0W+,1
W+S*,1
s*,1
0,1
S+S*,1
"S,S*S,",1
0,1
w0W+,1
0,1
"S,S*S.",1
"S0W,",1
W+,1
W+,1
s+s*,1
w+,1
V+,1
"S,S*",1
w0V*,1
s+s*,1
0V*,1
0,1
0,1
0,1
w0Z+,1
w0Z+,1
0W*s+s*,1
s+s*,1
0,1
z0W*,1
z0W*,1
0,1
"S,",1
W+Z0,1
W+Z0,1
S.S*W00,1
W.S*W00,1
"s+s*W+w,s+",1
0U*,1
0U*,1
Z+Z0Z*,1
Z+Z0Z*,1
w0,1
S.,1
W+S*,1
S.T*S.,1
S.S*,1
"w*S,s+w,",1
w0W+,1
w0U*,1
"S,S*S.",1
"W,S*",1
"0W,",1
"S,S*",1
s*,1
0Z*,1
S.S*,1
z0W+,1
0,1
0,1
0,1
"S,S*s+f+",1
U*,1
0,1
0,1
v00,1
v00,1
s+s*,1
v*,1
0W+,1
r0W+,1
0,1
R*,1
"S,S*",1
s*s*s*s*w+,1
Z*,1
Z*,1
S.S*S.,1
s*,1
0R*,1
0R*,1
*,1
*,1
0s*,1
0,1
S.S*S.,1
w+,1
*,1
W+S*,1
v*W0W*,1
v*W0W*,1
0S*B*s+,1
S.W00W*,1
0Z+,1
0Z+,1
"0W,",1
S.S*,1
0W+,1
w+s*,1
u0,1
s0,1
0R*,1
R*a+Z*Z.Z0,1
w0,1
0,1
"s,s,W0W,S*",1
s*s*B*b*s+,1
F*B*,1
"Y+Y,y,H,y,",1
S.T*,1
H*z*,1
0,1
0,1
w+,1
F*s*,1
"Z+Z0Z,",1
0R+,1
0W+,1
0Z+,1
i0i0,1
V0,1
0,1
0,1
I+I+Z*z*z*,1
*b*s*,1
S*,1
",s,S+B+S,S",1
+b+S*s*s+s,1
"S,s,S.S,s.",1
S*S0s*S+B+,1
",S.S,s,s,s",1
s00,1
"Z.z.z.Z,",0
R.U.R.R.A.,0
Y+,0
.i.I.Z.y.Y,0
Y.Y.,0
".Y,Y.Y.Y.y",0
"h,y,y,y+y,",0
",h,y,y,y+Y",0
Z.z.I.Z.Z.,0
.h.H.Z.Z.Z,0
".W.Z,Z0Z.W",0
F.Z00Z.z.W,0
f.f.W*W.w.,0
.Z*Z.Z.Z.Z,0
Z.z.Z0,0
.W.w.W00W.,0
W.Z0W.,0
W.Z0Z.W00W,0
F.W0W.Z0z*,0
Z.Z.Z.,0
",h,h,h,h,h",0
"h,h,h,h,h,",0
000W.,0
h.Y000W.,0
F.,0
W.X0W.,0
.w.Z*X.W0W,0
W+W.Z0I0z*,0
00Y.w.H.X.,0
Z0i0i0i0,0
z.Z.Z.,0
Y.Y.y.,0
Z.Z.i.Z.z.,0
Z.Z.z.Z.W.,0
Z.Z.Z.,0
Z.Z.z.,0
W.,0
"Y.Y,Y.Y.H.",0
Y.H.G.Y.Y.,0
h.Y.Y.y.y.,0
Z.,0
z.I.i.Z000,0
",u,D,u+U,u",0
.I.i.i.i.Z,0
"u,u+u,u,U+",0
Y+Y.y.Y+Y.,0
"u,u,u,u,u,",0
+h+Y.H.Y+Y,0
"+d+u+U,U*U",0
.z.I.i.Z0Z,0
"u+u+u+U*U,",0
I.I.i.,0
",u,d,d,u,u",0
00z0,0
*z*z00Z*z*,0
z00Z*,0
W00Z.Z+,0
.,0
W.,0
W.Z*,0
W.,0
i.Z00Z.Z*Z,0
z.z.Z.Z.W*,0
i*z*,0
"z,Z*I*W.Z,",0
Z.z.,0
W.Z.W.w.w.,0
Z.F.Z*Z.Z+,0
",W.W.W.w.W",0
h*i0h0,0
w.w.W*W.w.,0
i0i0i0,0
I0i0i0I*,0
z.I.i.Z.,0
"Z,w,W.f.",0
W.,0
00W.,0
W.W.z.,0
Y.H.Y.W.w.,0
Z.,0
Z0z0z*,0
.Z*Z.Z*z*I,0
z*z*Z.Z.Z*,0
z*z*y*Z+Z.,0
Z*z*z*Z.Z+,0
"Y*Z,z.Z*z*",0
Y*z0,0
Z.F.Z.Z.Z.,0
*z*Z.Z.Z*I,0
z*z0Z*,0
.Z.Z.Z+W.Z,0
f.Z*z0Z*z*,0
+Z*z*z*I*Z,0
Z.Z.z.z.Z*,0
z.Z*Z.Z.z.,0
I.z.Z.Z.Z+,0
*z*Z.z.Z.Z,0
i*Y+Y.y.Z*,0
Z*,0
".z.Z,W+Z0W",0
Z.Z*Z.Z.Z*,0
W*W.,0
z*i*z+z*Z+,0
z+Z*z+z*z*,0
+z*z*z*Z+z,0
"*Z,Z+z*z+Z",0
W.W.W.,0
W+W.F.Z0Z*,0
i.i.Z.Z*z*,0
W*W.W*W.Z*,0
"Z.Z,Z.",0
i0i0i0f0,0
Z0,0
",U,u,d,d,u",0
F.Z0z0,0
",u,u,u+u,u",0
z.z.i.,0
"u,d,U+u+",0
"h.H.h.Y,",0
h+Y*Y+y*y+,0
I.Z.Z.Z.Z.,0
"Y*Z.z,Z.I.",0
z.z.z.Z+z+,0
g.x.X.x.x.,0
G.X.X.X.Y0,0
".x,Y.V.v.X",0
Y.y.Y.X.X.,0
y.W.f.W.W.,0
".h.Y,Z.Y.Z",0
"Y.Y,",0
W*W.,0
W.W.W.,0
z.Z.z.,0
z.Z.Z.,0
z.z.z.,0
F.W.W.,0
.Y.z.H.y.H,0
Y.Y.Y.,0
".W,W.W*W.W",0
"W.X,x.x,x.",0
i0i0i0,0
.G.x.x.x.x,0
.Y.Y.Y.Y.y,0
",g,x+x,g,g",0
y.,0
*y*y*h*y*y,0
h*h*h*h*h*,0
h*h*y*y*y*,0
*h*y*y*h*h,0
W.,0
y.V.,0
z.W.,0
".y.Y.z,W.Y",0
W.w.w.,0
Z.,0
"z.W,W.W.W.",0
.z.I.I.i.Z,0
I.w.,0
"X.X,X.",0
"x,G,",0
"F.w.w.Y,I,",0
i0i0i0i0,0
i0I0I0,0
+r+a+f+w*Z,0
i0i0i0i0,0
Z+,0
i0z0z0z*,0
f0f0a0,0
f0f0,0
i0i0f0,0
R.A.R.R.r.,0
f0,0
i0,0
0U.R.R.D.,0
"X,y,Y.Y*Y.",1
Y0,1
S*,1
0,1
s*,1
s0,1
s*,1
S*,1
s*S0,1
"s*s*s*S,S+",1
s*,1
s*s0,1
S*s*s*B*s*,1
*Z*z*I*z*z,1
s*,1
S*,1
"S,S*",1
"+b+S*S,S*S",1
"Z*Z.Z.W,Z.",1
",z+s,s,z+I",1
"Y,Y*Y,Y*S,",1
i+Z0i0,1
"X+x,x,x,G,",1
"*X.X*X,X.Y",1
X+,1
V.s.S.z.S.,1
s.s.w.s.f.,1
h*h*,1
",s,S,b,s,s",1
.s.s.S.b.W,1
A*,1
*,1
e+v+v*v*v*,1
i0,1
",y,y,y,H,y",1
"H,y,y,y,y,",1
",y,z,y,y,y",1
",Y+Y,I,y,H",1
"h,H,h,Y+Y,",1
"h,h,h,h,h,",1
"y,H,z,h,h,",1
"Y,H,y,H,y,",1
s*,1
0,1
".e,V+v,v,V",1
s.w.B.W.S.,1
s.w.S.s.S.,1
s.S.S.W.s.,1
Z0z*,1
"Z+Z*z0Z+Z,",1
z+y+z*z*y*,1
+z+z*z+z+A,1
Z*Z00,1
z*Z*,1
"z+z,Z+i+Z*",1
Z+z+Z*Z+I*,1
*Z+Z*z*Z.Z,1
"x*X*X,G,",1
"*B*b*S,T*S",1
0,1
S*s*s*s*s*,1
s*,1
S*,1
S*s*,1
"S*S,",1
"S,S+s,S.S*",1
"S*S,S+S,S+",1
"S0S,S*s*S.",1
",S+B*S*S,S",1
"s,s+s,s,s,",1
"s,s,s,s,S+",1
"+s,s+B+s+B",1
"+s*B*S,s,S",1
",S.S+s+B+s",1
"*s+s+s,b,s",1
"Z,Y*y*z*Z,",1
z*y+Z*,1
"S+s+s,s+s,",1
"s,B,s,s,s,",1
"s+s+S,b,S*",1
"*s+s*s*S,s",1
"s*s*s*S,S*",1
"*s*S.S*S,S",1
S+B+S*,1
"s,S*s*S+",1
"+S,S+s,s,s",1
"S*S,s,S*s*",1
"B,s,s,S+s*",1
"S.S*S,B,s,",1
"s,s+s*B*S,",1
B.,1
S0s*,1
s*s*,1
s*S+S*s*,1
s*s*B*,1
+,1
s*B*,1
i+i+i*i*i*,1
"S,S*",1
"s,S.s,s,b,",1
"S*s+S*S,S+",1
"b,S+s+b+s,",1
",s,s,B,s,B",1
"S0S*S,",1
"s*S,",1
s*b*S+S*,1
"I+z+Z,Z+Z,",1
s*s0S*s+,1
S*S+S*B*S*,1
S0,1
S*S+s+s+B+,1
S*,1
*B*s*s+s*s,1
s*s*,1
s0B0s*,1
s*S0,1
"*s+s+s,S*S",1
S*s*S+S*S+,1
S*S*B*s*B*,1
",Y.Y.Y+Y,y",1
"y,Y.Y,h,Y.",1
"Y.y.Y,Y.y.",1
",Y.y.Y,y,y",1
"y,Y.Y,y,Y*",1
"H,y,y.y,y.",1
"*Y,Y*Y,Y.y",1
"y,y.y,H,Y.",1
s*s*,1
s0,1
S*,1
B0s*,1
s0,1
+y+h+h+h+h,1
y0y*Y*,1
"s,v.V,v,s.",1
"S,Y+Y.Y+h*",1
I+Y00,1
V+,1
s*,1
"w,",1
".y.Y*Y,Y.y",1
*,1
s0s*,1
s00,1
s0,1
S*B*,1
H*y0y*,1
"S,S+",1
"+S,s+s,S+s",1
",s,s,s.s,s",1
"+z*Z+y,Z*i",1
*z*z+Z0y*Z,1
",S+s+s+s,s",1
"s,S+s+S.S,",1
"s+s+B+s,S*",1
"S.S,B,b,s,",1
"+s+s+s+S,S",1
"S,S+s,b,s,",1
",S+s+s,s,s",1
"s,S*b*S+S*",1
s+S0S*,1
"*S,",1
Y0Y.,1
*s*s*s*s*S,1
"B+t*S,S+s+",1
"+S,b,S*S+S",1
S+S*b*s+s*,1
"I*Z,Z+y+y,",1
*y+y*z+Y0y,1
"+s+s,S*s*S",1
"B,S+s+B+s+",1
s*s+s*s*s*,1
"+s+s+s+s,s",1
+S*B*s+s*B,1
"+s,s+S*S+s",1
*s*B*B*s*B,1
*s*s+s+s*s,1
s+S.S+s*s*,1
b+B+B+b+b+,1
S*s0,1
s+,1
"S*S,s+S*s*",1
0S+s+S*B*s,1
"+s+S*S,s,B",1
W.S.S.B.S.,1
*s*S+S0s*S,1
",s,s,b,B,s",1
"+Y,Y+Y.Y*Y",1
S0S*,1
s*s0s*,1
"s,s+S.S+s*",1
S*,1
",s,S+B+S.S",1
z*z0Z*,1
z*Z00,1
Z0,1
z*Z.,1
y*Z00,1
00,1
"Z,Y*z0",1
Y+Z0,1
0,1
0,1
e+v+v*v*v*,1
"Y,Y.Y*Y,Y*",1
S+S*,1
.S.s.S.s.B,1
w.W.s.S.s.,1
s+S*s*,1
S+S0,1
"b,",1
"S,S.Z.y.Y.",1
"*S,B,S+S*S",1
"s+s*S,S+",1
*s+B+B+s*s,1
"Z,",1
0,1
z*Y+Z*I*H*,1
"+z*z+Y,Y+Z",1
Z*z*,1
Z*G*X.Z0,1
+b+b+b+b+b,1
S+S0s*,1
"+s*S,S+s*s",1
s*,1
S*,1
S*s+s*S+S*,1
"B0S,",1
"s.S+s,s,S,",1
".S,B,B,S.s",1
S*,1
s+s*,1
"s+s*S,S+s*",1
s+s*B*S+S*,1
"Y+y*Y,Y*",1
s*s*S+B+s*,1
S*s*S+,1
S0,1
s*,1
A*,1
s*,1
*,1
S*s*,1
0,1
i0,1
0,1
s*S0,1
"Y,Y*",1
V0v*,1
",z,h,y+y+y",1
S*,1
*Z+z*Y0y*Z,1
+B+B+b+b+b,1
i0,1
Y.Z*Z.Z.Y*,1
*s*,1
+s*S+S*s*s,1
y0H0,1
"y,y,Y000",1
.v.Y.Y.H.y,1
z*z*y+Z*Z+,1
Z00,1
i+I*I+i+I*,1
S*B*S*,1
"S.S,s,s,S.",1
"s,s,s,b,b,",1
",S,s,s,b,b",1
B*,1
",s+s,s,S+S",1
"U.U,U.R,U.",0
.h.H.h.h.H,0
w.,0
W.w.,0
"W.w.W,W.W.",0
W.f.F.,0
"W,W.W,W.Z+",0
",h,h,h,h,h",0
"w,w,",0
",Z.Z.x.W,w",0
"W.w.W,W.W,",0
I.z.I.,0
.z.z.Z00Z.,0
"+u,u+D+u,u",0
.I.I.I.I.Z,0
"u,u+u,d,U+",0
"z.Y,Y.H.Y+",0
"d,u+u,u,U+",0
+Z.I.I.I.z,0
"+u,U,u,u,u",0
Z.Z.z.,0
",U+u*U,u,U",0
z.I.I.I.Z*,0
"+D+u,u+z,U",0
Z*Z.Z.Z.Z.,0
z0,0
h*,0
Z.,0
z.Z.Z.Z*z*,0
I*,0
z0,0
Z*,0
00,0
0,0
"w.W,W.",0
I0,0
X*Z.,0
.i.Z.z.Z.Z,0
I*i*,0
z0,0
.x.X.H.X.Y,0
z+I+Z*Z+z+,0
z*Z+z*z+z*,0
"z*Z*z*z*Z,",0
+z+Z*z*z*Z,0
Z*Z.z.Y*Z.,0
"W,W.W+W.W*",0
i0i0,0
"u+u,d,u,",0
