domain,class
I.i.i.Y00000Y.Z.,0
0000W.,0
"Z.Z.z.Z,Z.z.i.",0
"R.R.R.R.A.R.R.r.R.R.A.R.R.A.R.R.r.R.R.r.R.R.r.R,R.r.R.R.r.R.R.r.R.R.r.R.R.r",0
X0X.X.X+X.x.x.X.G.G.X.x.,0
0W.,0
F.Z00Z.Z.W.Z.,0
"z.I.W.W.Z.Z*Z.Z.Z.Z.Z.I.Z.z.I.I.z.Z0Z.Z.z.I.Z.W.W.w.w.f.W.Z,Z.z.Z.I.I.Z+Z.z",0
"X+X.X,x.",0
"0Z.Z,Z.Z+Z.",0
W00W.,0
"0W.w.X.X+X.X,X.X.X.",0
"X00X.X,X.",0
*Z.Z.I.I.I.,0
".Z.z.Z*Z.Z.Z.Z.Z+Z*Z.Z.Z.z.Z*Z.Z.Z.I.Z,Z.Z.Z.Z.Z0Z.Z.i.I.z.Z*Z.i.z.I.Z*Z.Z.",0
"Z*Z.Z.Z.Z.Z*Z.Z.Z.Z.Y*Z,W*W.W+Z*I*Z.Z.Z.z.Z*Z.z.I.z.Z*Z.z.Z.Z.Z*Z.z.I.i.Z0Z",0
Y.,0
z*z*z*z*Z0z*,0
Z+Z*z*Y+,0
0I00,0
Z*Z+z*z*I*z*z*z*z*,0
Y+H+Y.Y*Y.Y+Y.Y.Y*Y.Y+Y.Y*Y.Y+Y.Y+Y.Y.Y+y+Y.Y+Y.Y+Y.Y+Y.Y.Y+Y.Y+Y.Y+Y.Y+Y.Y,0
y+y*y+h+H+H+y*,0
"y+y*y+y*y+H+H+y+y+H+y+y+H+H+H+h+H+h+h+y+y,y.Y.y.y.y,Y+y+H+h+H+H+h+h+H+y+H+h",0
W.,0
z0Z*,0
*,0
z0,0
Z*,0
z*Z+Z*z*I*z+Z*I*z*,0
Z00Z*z*Z*Z*,0
"Y,Z00Z+Z*",0
"*Y+y+H+H+H+y*y+H+Y,Y.y.y,Y+y+H+h+H+H+h+h+H+y+H+h+H+y*y+h+H+H+H+H+y*y+Y0Y+h+",0
Z*W.W.W.W.W.X*X.Z.F.W.W.X0X.Z.W.W.W.,0
i0i0i0i0,0
00,0
y.Y.w.W.w.,0
"y.H.z.Z,Y.W.W.",0
"w.w.W00W.W.Z00Z.Y,Y.Z.z.W.F.W.W.W.",0
w.F.F.f.,0
"00W.Z.Z.z.Z.Z.Z.Z.Z.W,W.w.w.W.W.W.w.F.F.W.",0
"Y.Y.y.Y,Y.y.Z00w000W.F.f.",0
"F.F.W.Z*z00H00Y.z.y.F.W.W*Z.W.W.w.w.W,W.w.F.F.W,W.w.W.w.",0
0,0
0Z.z.Z.Z.i.z.I.Z.Z.Z.,0
"Z.Z.i.I.I.Z.Z.Z.W,",0
W.W.w.Z*z*W0000W.,0
X.X.H.X.x.Y.,0
"Y.Y.y.Z,Y.y.Z.Y.z.y.I.Y,",0
h0h0i0,0
W.W.w.Z+Z00Z.w.W.W.W.Z+z*W.W.w.w.z.Z+w+W.W.Z.z.w.,0
I*I*z*w0Z*Z*z*z*,0
i0i0i0f0,0
y.,0
00,0
Z.Z.z.i.Z.Z*z0,0
00,0
Z0,0
Z*,0
h.w.Y*,0
Z*Z.Z.I.,0
0,0
W*Z.Z0Z*Z00Z.Z.I.Z.,0
I.i.I.,0
z.Z0Z*z*z00Z.Z.z.Z*,0
*Z.Z.Z0h0,0
"Y0Y.z.Z,Z0z00Z.Z.Z.Z.Z.W*W.",0
z0,0
Z*z+W.z.F.W.W.Z*z0W.w.W.Z00Z.Z.z.Z.Z.Z.,0
Z00,0
"Z.X*Z.Z*z*z*W0W+W.F.W.W.W.w.W.W.w.W.W.Z*Z,",0
z0,0
W.Z*z0Z*,0
Z.Z000,0
Z*z*z*,0
z.Z.z.Z.Z.Z+Z.Z.z.z.z.Z00z*,0
Z*,0
"Z,Z*W.Z0z0",0
Z.Z0Z.W0W.F.f.Z000,0
Z00W*W.,0
00Z*,0
i0i0i0i0,0
*W.w.Z+Z000,0
"Z.Z*z*z*Z.Z0Z.Z,Z0Z.z.",0
"W.W+W.W*W.W+W.W.w.W.Z*Z.W+W0W.W.W.W00W.W*W.W*W.W,W.W,W.",0
i0i0i0i0,0
F.f.i.,0
Y0y00,0
"Y,Y*Y,Y.",0
"F.F.F.Z0W.w.w.W.W.Z,W.W.W.W.w.Z+Z.Z.i.Z.Z.Z0W.W.W.W.F.",0
Z.z.y.W.Z00Z.I.Z.Z.Z.,0
0W.,0
X00,0
Z00Z.Y00Y.,0
y.Y.H.,0
Z.Z.z.W00W.W.I.w.W.,0
Z.z.Z.Z00Z.z.I.i.Z.,0
0W.Z+,0
"X,",0
F.W.w.,0
"y.Y.V.X,x+X,X.X+X00",0
"x.V00V.v.X+X,X*X.X,y,V.E.X+x,",0
X00,0
Z.,0
Z.Z.Z.,0
"w.Y.W.W.W.F.w.W.W.X,",0
Y.W.W.,0
Z.Z.z.,0
"0Y,Y.Y+Y00",0
i.I.I.,0
"Y,y+Y.X*x*y+y+W.H.w.w.F.X,F,Y.",0
h.y.h.Y.Y.y.Y.H.y.Y.Y.H.H.H.Y.Y.Y.Y.Y.H.Y.Y.Y.Y.y.y.y.Y.Y.y.y.H.y.Y.Y.H.y.y,0
"F.W.W.Y,Y.Y.Y.",0
z.,0
".X.X,X.Y,W.W.X+X.",0
z.z.z.,0
"+I+I+I+i+I+z+i+z*z+I+z+z+i+I+z*z+z*z+z*z+I+I+z+z+I+z+z+I+I+I+i+I+i+i+z+z,z,",0
w.W.W.,0
s0,1
0,1
W.,1
r0U+,1
s*s0,1
*,1
s*,1
s0,1
*,1
b*,1
B0,1
*v0,1
S*,1
S*,1
s*S+s*,1
s0,1
0,1
00,1
V00,1
S0,1
S*A*S00,1
00,1
s*,1
S*,1
S00,1
0S*,1
00,1
b*s*,1
S*,1
"B*s+S*B*S,S+s*S,S*s*s*s*s*B*S+S*s+s,S,S*S,S*",1
S*S0s*,1
0s*,1
0,1
S+,1
S*s*,1
Z+Z0Z.Z0Z+,1
Z+Z0Z*Z0Z+,1
"Y*U.Z*Z*z+Z*Z+Z*Z*Z.Z*z+W*z*Z*Z.Z*Z,z+z+",1
0,1
0,1
r0,1
W0,1
0S*B*s+s*B*,1
B*,1
s*s*B*,1
"+S*S,s,S+S,S*S+",1
*,1
T*b*s00,1
0s*,1
s*s*s*,1
s0s*S+S*,1
0,1
S*,1
s0,1
"y,Y.Z,w+z+w,w+w*W.w.i.F.Y*f+Z.Z.Z.Z,Z.S.S.Z,z+i+z,Z.Z,B,S.Z,Z.z.Z.Z,s,z,Z.S",1
".Z.Z,s,z,Z.S.w.S,s,z,z,I,W,z,y,z,z,s,W.z,i,B,z.z,s.S.S.Z.Z,Z.z.S,s,I,s,z,y.",1
0,1
0Z+,1
e+E+E+E+E+E+E+v*v*v0,1
S.S*,1
0,1
0,1
V*,1
"y,y,h,z,z,H,y,y,y,y,y,z,y,y,y,y,y,y,y,z,y,y,y,y,H,H,H,y,y,y,y,y,y,h,y,H,i,y",1
S.S*S.,1
"S,S*S.",1
"y*Y,Y+Y.s,Y+V,Y*Y,Y+y*y*Y0Y,Y,y,y,Y0Y,Y*Y,y.y.Y+Y,y,y.y,h,",1
"y*Y,Y+Y.s,Y+V,Y*Y,Y+y*y*Y0Y,Y,y,y,Y0Y,Y*Y,y.y.Y+Y,y,y.y,h,",1
0,1
V0E0,1
S*s0,1
"S,S*",1
w+s*S00W+B*,1
0R+,1
F*B*,1
v00,1
U*,1
"S,S*",1
Z+Z0Z+,1
Z+Z0Z+,1
0,1
s+s*s+,1
0,1
S+s*s*s*B*s*B*,1
0s0s*,1
Z0i0i0,1
0,1
00,1
00,1
s*,1
v0,1
00S*,1
"S,",1
s+,1
0,1
"0R,",1
"0R,",1
W.S*,1
"S,S*S.",1
W.,1
E*,1
0,1
0,1
"S,S*",1
S*,1
y*Z0Z+,1
Z.Z0Z*,1
Z+Z0Z+,1
Z.Z0Z+,1
Z.Z0Z+,1
Z+Z0Z+,1
0R*,1
Z+Z0Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+Z0Z+,1
Z+Z0Z.Z0Z+,1
0,1
R*,1
Z.Z0Z+,1
Z+Z0Z.Z0Z+,1
Z.Z0Z+,1
+,1
z0Z+,1
Z+Z0Z+,1
v0R*,1
Z.Z0Z+,1
z0Z+,1
Z+Z0Z+Z0Z*,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
w+s*,1
0R*,1
Z+,1
v0Z*,1
v0Z*,1
V0Z*,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
0,1
Z+Z0Z+,1
0,1
r0,1
0,1
0,1
0,1
"w0W,",1
Z.Z0z*,1
Z.Z0z*,1
0S*,1
"S,W*S.S+S.S*S,s+W*S.S,s,s,",1
0,1
0,1
0W*,1
0W*,1
0U*,1
0U*,1
Z+Z0Z+,1
Z+Z0Z+,1
"s.S*S,s,s.S*s+",1
0,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
w0W+,1
s*W00,1
"S,S*",1
S0s*,1
y0y*y0Y.,1
"S*V.v.R*Z.V.R*V.v.R*Y.V.R0Z.R0Y.v.R*Y.Y.R+Y,r.Z.Z.",1
"Y*y+z+Y*z*y*y*h*y0h*y*Y.Z+Z,Z+y+z+z+",1
"z+z+y*y+z+y+z+y*Z,z+y*y+I+Z*Z0Z,Y+y,Z0Z+h+Z*y+",1
Z*y*Z0i0,1
"h*H*y*z0z*z*y*Z.Y,Y+H+",1
"R*Z,W.R*V.R*r0Y.V.Z0Z.",1
"z+y*z*z*z*Y+Z0I0Z*Z,Z*Z.",1
I0Z+,1
u0W+,1
0U+,1
s*s*s*,1
0R*,1
S.S*W+,1
*,1
s+s*,1
w0Z*,1
w0Z*,1
w+s*,1
Z.W0Z+,1
Z.W0Z+,1
z0W*,1
z0W*,1
0,1
V*W0Z+,1
0R*,1
0R*,1
W*,1
w*Z0Z*,1
w*Z0Z*,1
0U+,1
0,1
"0S,B,",1
0,1
0,1
*,1
"s0B0S*s*S,",1
S.S*,1
w*S+,1
00S*s*,1
"z+z,Z0",1
S.S*S.,1
S.S*,1
0,1
0,1
Z+Z0Z.Z0Z+,1
S.S*S.,1
W+U0,1
w0W*,1
z0V*,1
w0U*,1
s0S*,1
0W+,1
0W+,1
0W+,1
0,1
Z+Z0Z+,1
s*s0,1
*,1
Z+Z0Z.Z0Z+,1
"T,",1
S*,1
S.,1
"S*B*S,S.S,S*s*S,s,s,S*s*B*s*s*s*s*S,S*s*s*s+S,S+S,S*",1
"00S*S+s,S*S+s,S*S+S,S+s+s*",1
"S*s*S0S*S+S,",1
U*,1
0,1
"S+S0S*s+s*s*S,S*s*",1
",S.S,B,s,s,s,s,B,B,s,s,s,s,s.s.s,S+s+s,B,s,s+s,s,s+S,s,s+S,B,s+s,s,s,S+S,s,",1
S+s+,1
"+s*S,s+s*s*S*s+s*s+S,s,B,s+S,s,s,s+s+s+s,s,s+s+S,s,s,b,s+s,s+s,S+S,s.S,s+S,",1
"b,B,S.s,S.S,",1
"B,s,s,s,s,s,b,s,s,s,s,s,s,B,s,B,s,s,s+s,s,s+s,s+s+s+B+s+S,S+S00S*s+s+s,s,s+",1
"*s+S,b,s,s+B+S,B,s+s,s,s,S+s,s+s+s,s,s,s+s,B,S,S+S,s,s,s,s,S+s,s+s,s,B,s,B+",1
"I*z+z*z+z+z*Z000Z+Y,I,",1
"z*Z0H0z*Z+Z.z,z,Z.",1
",s,s+S,S,s+B+S,s,s,s,s,S.s,s,S,s,S.s.s.S,S.S,s.s,s.s,s,t,s.S.S,S.S.s,S.S,s,",1
"*S+b+s,S.S,S.S*S,b,T,s,s+s,s,s,s,S00S+s,s,B,B,s,S,s,S,s+S,s.S,s,s+s,S,S+s,s",1
"+S,s,s,S.S+S*s+s*s+B+s,s+s+s+s,s+S,s+B,s,b,s,s,s+s,s,s+s+s+s,s+s,s+S,S,s+S.",1
"+s+b+s+s*s*s+s+s+B+b+s*s+s*s+S,S+s+s+s+B+B+S.S,B+s+s+s+S.S+s,B,s+s,s,s,s+s,",1
0,1
"S,S*S,",1
"Y,",1
"s*s*s*s*S+s+S*s*s*s*s*s*B*s*S,S*B*s*s*s+s*S,",1
"s*S,S*S+S,S*S,s,S0",1
S000S*S+S*S.,1
S0B0s*s*s*,1
"s+S,S*s*s0S*B*s+s*s*S+b+S,S*S+S*",1
"s*s*s*S0s*S,s,S+S*",1
"B*s*B0S,",1
"S,B,S*S,S*s*S,S*",1
"0S,s,",1
"s,b,s+S,S+s+s*S,s+B+s+B+S*S,S*S,s+s+S,S+s+S*S+s*s+B+s+b+S.S+s+B,s+",1
"s,S,S,s,S+S,S*S0S+S*S+",1
"s+S*s*S+S*s*S,S*B*s*s*s+S,S+S*S.S,s+S,S*s*S,S+S,s+s,S*S+s+S,B,S+s+B+s*",1
0,1
s00,1
B*,1
"00S,",1
Z0,1
S.S*S.,1
0,1
"S,S*s*S,",1
"s*s*s*s*S,S*s*b*",1
*S0,1
"S000S,S*",1
"Z.Z*i*i+i*i*i+i+z*z+i*Y,Z+i+i+i*Z0I0Z.Z+z+Z,Z*Z,Z+Z*",1
*,1
S*,1
v0,1
S.,1
W.,1
"s,S.S+B+s+b+S*s+s*S,S*S,S+s+s,S*S,s,B,S+s+s+S,S*S,S+S0s*s*S,S*s*S+S*",1
"S,S*",1
"S,S.",1
",b,s,s,s,S.S,s.S,s,B,s.s,s,s,S.S,S.S.S.S.S,s,B,S.S.S,s.s,s,S.S,S.S,S.S.S,s,",1
".S,B,S.S,B,S.S,S.S,s,S.S,s,s,W.S,s,s.B,s,s,S.T,s.s,B,s,S.S.s,B,B,S.S,s,s,s.",1
s*S0s*,1
S+s+s+s*w+B+s*s+s*b*S*s0s*W+,1
0,1
b0,1
s00,1
S*,1
"z+z+Z,z,z,H,z.Z+W,z,W+z,z,z+W,Z+Z,z+Z,z,w+z*Z,z,w,z,w+F*z+w+w+F*z+w+w*w+F+z",1
",s,S.S,S,S,b,s,S.S,S.S,S.S,B,s,s,s,W.S,s,s,S,s,B,B,b,B,s,S.S,S.S,w,s,s,B,s,",1
W0,1
0s*,1
0s*S*,1
0R*,1
*S*,1
S.S*,1
S*s*,1
s*S0s*s*,1
s*S000,1
s*,1
v00,1
"W,",1
0,1
Z+,1
u0Z+,1
W+,1
z0,1
z0,1
"s*S,S*s*s*S0S*B*s*S+S*",1
e+I+Z0i0i0i0,1
0,1
"s*s*S,S*",1
S*S*b*,1
V00,1
*,1
0Z+,1
z0Z+,1
z0Z+,1
z*w*z0Z+,1
0,1
"s+s+S,S*s+S*S,S+S*S+S*S+s*B*s*B*s*S+s+s*s+s*S,S+",1
"S*s*B*s+s*s*S,S+s*s+s+S*B*s*s*s*S+B*S,s,S*S+B+s+s*s*S+B+b+B+s*s*s*s*s+",1
0S*,1
0S*,1
00,1
0W+,1
z0W+,1
W*,1
0,1
0,1
z0W*,1
0W*,1
0W*,1
0W*,1
"S,W*S.S+w+w+W*s+S.S,w,S+w,W.W*W.W0S*S,W+S,s,",1
"0Y.Y,Y0Y.R,Y.",1
"H0Y.Y.Y.Y,",1
Y.Y00Y.Y+,1
"Y.Y,Y*Y.Y.Y0",1
Y.,1
*,1
0,1
0,1
0,1
s*,1
0,1
w0,1
0,1
"S.S*S.S*S.S*S,S*S,S*s*S+s*s+s*S.S,s+S*s+s+s*s*s+B+s*s*s+s*s+s*s*s*",1
s*,1
0S*,1
*,1
s*,1
0,1
"v,v+V00",1
0,1
s*s0s*s0s*,1
"z+B+B,i,z,I,z+i+s,s,i,s,s+b+I,s,s+I,",1
"z+B+B,i,z,I,z+i+s,s,i,s,s+b+I,s,s+I,",1
s*s*s*s*,1
S*,1
+e+e+e+e+e+e+e+e+e+E+E+e+e+e+e+e+e+e+e+e+e+e+e+e+e+e+i+e+e+e+e+e+e+e+e+v+v+,1
*,1
0,1
0Y+,1
0Y+,1
Y+,1
W+S*,1
"0R,",1
"w+W*w00W,",1
U+,1
S.S*S.W00,1
"Y,Y+Y.Y*Y.Y+Y.Y*Y.Y+h*y*y+Y,Y*Y.Y+Y0y0Y+Y.Y.Y,Y*Y.Y,Y.Y+",1
s*s*,1
000,1
000,1
s*,1
s000,1
"y.y.Y*Y,Y.y.y.",1
0,1
y00,1
0,1
y*y+,1
00,1
Y*Y+,1
0,1
S+,1
W.,1
s*s*s*,1
0S*,1
0,1
0,1
"S,S+S00s*s*S,S*",1
"S,S*",1
S.S*,1
U*,1
B*s+,1
S+S0,1
"S,s,s,s+s,",1
"s.S,t.S*S,s+s+s,s+s+s+s+s,S+s*s*s+s,s,B,S+s+S*S+s,s,S+S,s,s,S+s+s+B+s+s+s+s",1
"Z*z0Z*y*z*z*Z,Z+Z,Z+Z,z,Z*",1
"z*z*Y,Z*Z00Z*z*z*z*Z.z,H,z.z,z,Z+",1
".S,b,s,s+s,s,S*S.S*S,S*S,s+S*s+s*S,s,B,s,s,s,S,S+s,s,s,s+b+S,B,s,s+s+s+B+s+",1
"S,S.S,S.S,s,s,S.s.S,S.S,S.s,S.s.s.S,S.s.S.S,S.B.S,S.S,B,s,s,B,S.S,B,s,s,B,s",1
"S*S00S,B,s,T.S,S.",1
"+B+s,S+S,S*S,s,S*s*S+s+s+S,s+s+s,S*S+s+s+s,s,S+S,s+s,s+s+s,B+S,S+S,S+S,S+s+",1
",s,S.S,s,s,s,s,S.S,B+S*S+s,S+s,B,s+s+s+b,s,s+s,s,s+s+s,s+s,S+s,B,s+S,S+s,s+",1
",s+t+s,S,B,s.S,s,s,s,s+S*s*S,s+s,s+B+S*S+s+s,S*B*S,s,s+s+s,B,s+s+s,S,S+S,s,",1
0,1
0,1
W+,1
S.S*,1
s*s+S*B*s0S+,1
"s,S.S+S0s*s0s*s*B*",1
*,1
"W,S*S+s,",1
0V*,1
B*s*,1
"y.Y*Y.Y.Y.Y*s*y*Y.Y.Y000Y.S.Y*Y.y,Y.y.",1
0,1
"B*s*s*s*S*s+s*s+s*b*S,s+s*s*",1
S*,1
S*,1
0,1
"Y,",1
"Y,",1
"s*s*s*S*S+S*s*s*s*B*s*B*S,S*b*S,S+s+s+s*s+s+s+t,s+B+s*",1
"S,S+S*S.S*s*s*S*s+S*s*s+B+s*s*s+S*s*B*s*s+S*S,S+",1
"S,S*s+S,s,B+S.S*S,S*S,S*b*s*S,s+B+s*s+s+B+s+s+B+s+s*S+S*B*s+s*S.S+s*s+B+S,s",1
"s+s*s*s*s+s+s*s*s*s*s*s*B*s*S+s,S*s+s+s+s*s*S+s+S,s,S*B*",1
"I,y+h+Y*y*z*y*z0Y*Y,",1
"Y,z,Z+y+H+y*H*Y,Y*y*z*y0Y,y+y,H,Y*Z,y,y+z,Z.Y+",1
"S*B+B*S*s*S0S,S*s*s+S*s*s*S+",1
S+s+S*s*b*s*s*s*S*S*s*B*B*s*s*s*s+,1
"S*S+s,s+B+B+s*s*s*S*s*S+S*s*b*s*S+S*s*S+B+s*s+s+s+s*s*s+s*S,",1
"S+s+s*s*S,S*s+s+S.S+s+s+s*b*S*S*s+B+S*B*S,S*S,S*t*S,B,S*S+s,",1
"s+s+B,S+s+S*S+s*B*s*S+S*s+S,S*b*s*S+s,s+S*s*S+s+s+S*s*B*S,s,s+s+s,S*S,S*S*",1
"S+s,S*s*s+s*s+s*S+s*S,S*s*B*S+s*b*",1
"S,s+S*s+B+s+s*s*s*b*B*s*s+s+S*S+s+s*s*s*s*S,S+B+s+S*b*S+",1
"S+s*s*s*S+s+S*s*s*s+s*S,S*s+s+s*S,S*s*s*B*",1
"S*s*s*S,S*S*S*s*s*s*s*S+S*s*s*b*S+S*s*",1
s+,1
*S+s*S*,1
B0S+S0s*s*,1
*,1
0,1
"S.S*S,",1
0,1
"S*S*s*s*S,B,S*s*",1
"+s+s,B,s+S,s,s,S.S,s,s+B,s,s+B,s,s,S,s,B,s,b,s,s,S.S,S.S,s,s,B,s,s,s,S,s,B,",1
",B,s,S.S,s,B,S.S,s,s,s,B,s,s,B,s,s,s.S,S.S,S.S,s,B,S.S,b,s,B.s,s,B,s,s,s+s,",1
",S.r.S,S,s,S.S,B,S.S,S.s.S,B,s,s.s,s.S,s,B,s.s.s.s,s,s,B,s,S.s.s,s,s.S,S.S,",1
+S*,1
W+,1
W+,1
0,1
0,1
"s,s,s,b,S.S,s,B,S.S,S.s.S,S.S,S.s.S,S.s.s,B,s,S.T,B,S.s.S,s,S.S,S.S,s,s,s.S",1
"S*s*s*B*s+s*S,S+s*s*S+s*s*s*s*s+s+s+B+s,B+s+s*s+B+s,s,s,S,S,s,S+s+s+s,s+s,S",1
"Y,Y+Y.Y+Y,Y+Y.Y*Y.Y+Y,Y+h*y*y+Y,Y*Y.Y+h+Y00Y+Y,Y.Y*Y.Y,Y.Y+",1
"W,S*",1
*,1
"s*s*S,S*s*",1
"s*S,S*S+S0s*b*s*S*",1
0S*,1
"s*s*S*S*s*S+s*S+s,s,S*",1
Y*,1
0,1
Y*,1
Y.Z0H0Y.,1
Y00Y.Z.I.Y+Z.,1
Z+,1
Y.,1
Z0,1
z00Y*,1
Z0H0Z.,1
"0Z,",1
0,1
e+E+E+F+E+E+E+v*v*v0,1
w+,1
"S+B+S*S+S*s*B*S,S*s*B*",1
"s+s*s+F+s+S*B*s+F+S,W*S.W,s+F+F+W.W+s+S0S+s*s+w+s*s*",1
"S,",1
0,1
s00s*s*B*s+,1
"s,S.S,s.s,B,s,s,s.s,s.s,S.S,s.s,B,B,s.s,s,s,s,s,s,s,S.S.S,s,s,S.S,s.s,B,s,s",1
".S*S.S*S,S*S.S*S.S*S,S+s+s+s*s+F+W,S*s*S,S*S,w+W*W,S*s+s*S,S*B*B*B*B*S,S*S,",1
"s+s*s+F+S,S*s+s*s+s+s+s+w*w+W,S*w0W+S*",1
s*S*S0s*,1
0,1
"z+z+y*z+h+h*z*y*y*Z0Y*y*z*Z+z+Z,Y*Z,y+I+",1
z*z*Y+z+z+y*y*y0Y+y*,1
S*,1
"s+s*B*w+S,W+s*s+S*W,W+s+s,w,w+S0W,s,W+S*w*S,",1
"s*S,s+s+W*S.W+S,S*s+b+w*W+W*s+S,w,w+s,s,W*S,S*s*S,S*s*s*s*s*S+S*W+S*",1
S+S*S0,1
"s+S,S,B+S*s*S+s+S*S,S+s,S*s*s*S0S+S*s*S,s+s,S*s*",1
"S+S*s*S*s*s*B*S,s,s,s+S*S,S,S+S*s*",1
0,1
*S+s*,1
s*,1
"E+E+E,e,v,E,v+e+v,v+E,v,v,e+e,v,v+E,",1
"B,b,s+s+s+s,s+s+b+s+s+",1
F*s*,1
"S,T*",1
F*B*,1
"s+s+S0S+S,s,b,B,s,B,s,s,s,S.S,s,S,S,s,s,s,s,s,s,s,B,B,s,s,s,s.s,s,s,S.S,B,S",1
"B+S*S+s+s+B+s,B,s+s,s+s+s,B,s+s,s,s+b+B+s+s,s,s,s,S*S,S*s*S,s+B+s+s+s,s+s,s",1
s*B*,1
"s,s+s*s+S,S0S+S*B*s+S*s*S,S*",1
W+,1
s*B*s*s0S*s*s+,1
0,1
0,1
"S,S*s*s*B*s*S0S+",1
"s*B*s*S,S*s0S+s+S*S.S,s,B,S+s,S*s*s+S,S+T*s+b+s*s+",1
*,1
S.S*w*,1
v*,1
0W+,1
0W+,1
z0W*,1
z0Z+,1
z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
"W+S*s*w+s+w,S+S*W,W0W*",1
"W+W,W00W+",1
0,1
y*y*H*y*Y0Y*y0Y+Y.Y*,1
"y*y*Y0y0Y*y+Y,",1
"S*s*s+s+s*s+s,s+s+s,S*s+s+S*s*B*s+S*s*B*S.S+s*S,S*s*S,S+s*s*s+b+s,B,s+",1
